HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~UNIV_FISCAL_PRD_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~UNIV_FISCAL_PRD_NM::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~BDGT_ROLLOVER_CD::VARCHAR~&~	~&~UNIV_FSCPD_END_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2020'~&~	~&~'09'~&~	~&~'ebc9305d-1732-41ef-afd5-787673a6023c'~&~	~&~'3'~&~	~&~'MAR. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202003310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'10'~&~	~&~'e799df0f-1a52-4b2f-8086-58e2bf27144a'~&~	~&~'3'~&~	~&~'APR. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202004300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'11'~&~	~&~'8260fb11-b68e-44b5-a1a2-84abd63622f4'~&~	~&~'3'~&~	~&~'MAY 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202005310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'12'~&~	~&~'2ba8babf-9152-479b-a56f-755e6dc4c864'~&~	~&~'3'~&~	~&~'JUNE 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202006300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'13'~&~	~&~'6649a61b-75ec-4690-b3f1-9a72a9d1264e'~&~	~&~'3'~&~	~&~'CLOSING 20'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202006300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'AB'~&~	~&~'009f386b-b68a-4682-abdc-91d338de9c2a'~&~	~&~'3'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202006300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BB'~&~	~&~'2089980a-5679-426a-b7c6-e1cb91af2b7a'~&~	~&~'3'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202006300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'CB'~&~	~&~'8efdd97d-a78d-496e-bef6-c6f2fc11607d'~&~	~&~'3'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202006300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'01'~&~	~&~'ecb068b0-3b47-47d5-9aca-4f3fe180ec06'~&~	~&~'3'~&~	~&~'JULY 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202007310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'02'~&~	~&~'405d1fa2-6c72-459a-8d12-dd41705e8ed5'~&~	~&~'3'~&~	~&~'AUG. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202008310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'03'~&~	~&~'47877263-e821-4307-b463-ba4967370eca'~&~	~&~'3'~&~	~&~'SEPT. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202009300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'04'~&~	~&~'d9586172-bab1-492a-91b1-a5d270577a1e'~&~	~&~'3'~&~	~&~'OCT. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202010310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'05'~&~	~&~'ee2596a1-bb57-43c5-968e-01f0bc5af28d'~&~	~&~'3'~&~	~&~'NOV. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202011300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'06'~&~	~&~'16ea5b46-edd6-45e6-a8c6-1f76023e848f'~&~	~&~'3'~&~	~&~'DEC. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202012310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'07'~&~	~&~'2885c7f8-ec7e-448c-81c6-744374e59d11'~&~	~&~'3'~&~	~&~'JAN. 2021'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202101310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'08'~&~	~&~'4cf28737-7abf-4dd2-a5f2-6b74380d1a13'~&~	~&~'3'~&~	~&~'FEB. 2021'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202102280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'09'~&~	~&~'7cecd17b-77cf-4c20-a606-9b4faa01bf25'~&~	~&~'3'~&~	~&~'MAR. 2021'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202103310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'10'~&~	~&~'89b765bc-7262-4f3b-90d0-49df87b48bac'~&~	~&~'3'~&~	~&~'APR. 2021'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202104300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'11'~&~	~&~'7869480e-73e8-4c34-8d7d-f4f2ba9b071d'~&~	~&~'3'~&~	~&~'MAY 2021'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202105310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'12'~&~	~&~'013498d9-6cea-4b5d-b797-5e85f5f948cc'~&~	~&~'3'~&~	~&~'JUNE 2021'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202106300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'13'~&~	~&~'831e5f51-6ee6-4a36-a9da-54744add4d02'~&~	~&~'3'~&~	~&~'CLOSING 21'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202106300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'AB'~&~	~&~'9e0fd1c7-9e5e-4a3a-8643-d1fdf3d6ab8b'~&~	~&~'3'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202106300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BB'~&~	~&~'f53e0edc-e438-44d0-bab0-6178a10b653a'~&~	~&~'3'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202106300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'CB'~&~	~&~'698f1230-9d1d-46e3-b199-fa2a28b5d7de'~&~	~&~'3'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202106300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'01'~&~	~&~'ae4f8bdd-0d6c-4da8-aae2-df6bd1cb37fa'~&~	~&~'2'~&~	~&~'JULY 2021'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202107310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'02'~&~	~&~'bfa835f7-a51e-4787-a425-8575ab8284fa'~&~	~&~'2'~&~	~&~'AUG. 2021'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202108310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'03'~&~	~&~'d1f14f5b-f0ed-4290-895c-6dc78ba232b2'~&~	~&~'2'~&~	~&~'SEPT. 2021'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202109300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'04'~&~	~&~'04bcfe7d-fa49-4cc8-9e38-dd76a15a6a21'~&~	~&~'2'~&~	~&~'OCT. 2021'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202110310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'05'~&~	~&~'a8da0d9f-9576-47fb-8d75-5583bf16a2d9'~&~	~&~'2'~&~	~&~'NOV. 2021'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202111300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'06'~&~	~&~'d4859fd4-697d-4a20-b2ee-d10b6e6acb48'~&~	~&~'2'~&~	~&~'DEC. 2021'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202112310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'07'~&~	~&~'93b78156-e439-4bfa-bdb4-bb0f26d36378'~&~	~&~'2'~&~	~&~'JAN. 2022'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202201310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'08'~&~	~&~'725cd881-f328-4f43-b54e-ba5c5698fc9a'~&~	~&~'2'~&~	~&~'FEB. 2022'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202202280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'09'~&~	~&~'1c647ab2-d33a-4fda-8460-6258162d4d79'~&~	~&~'2'~&~	~&~'MAR. 2022'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202203310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'10'~&~	~&~'cb7eaa41-1993-49df-8d96-0447fb5c30c1'~&~	~&~'2'~&~	~&~'APR. 2022'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202204300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'11'~&~	~&~'3fd85ec5-cb1c-4c81-9e5b-98f5ac4e943f'~&~	~&~'2'~&~	~&~'MAY 2022'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202205310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'12'~&~	~&~'c4d2420f-2613-4760-aef5-39e73fbea6f3'~&~	~&~'2'~&~	~&~'JUNE 2022'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202206300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'13'~&~	~&~'6c303625-06d6-4231-a54a-d26a2dc03460'~&~	~&~'2'~&~	~&~'CLOSING 22'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202206300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'AB'~&~	~&~'b156b686-e1e1-44fe-a615-a62b00952ac8'~&~	~&~'2'~&~	~&~'ANNUAL BAL'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202206300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'BB'~&~	~&~'04759b3f-4e98-411c-9440-e12ec39139ef'~&~	~&~'2'~&~	~&~'BEG. BAL.'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202206300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2022'~&~	~&~'CB'~&~	~&~'99126e68-9021-438a-a177-c48be8bc3606'~&~	~&~'2'~&~	~&~'CG BEG BAL'~&~	~&~'N'~&~	~&~'N'~&~	~&~'202206300000000000'~&~	~&~]RECORD
