HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ORG_MGR_UNVL_ID::VARCHAR~&~	~&~ORG_NM::VARCHAR~&~	~&~RC_CD::VARCHAR~&~	~&~ORG_PHYS_CMP_CD::VARCHAR~&~	~&~ORG_TYP_CD::VARCHAR~&~	~&~ORG_DFLT_ACCT_NBR::VARCHAR~&~	~&~ORG_LN1_ADDR::VARCHAR~&~	~&~ORG_LN2_ADDR::VARCHAR~&~	~&~ORG_CITY_NM::VARCHAR~&~	~&~ORG_STATE_CD::VARCHAR~&~	~&~ORG_ZIP_CD::VARCHAR~&~	~&~ORG_CNTRY_CD::VARCHAR~&~	~&~ORG_BEGIN_DT::TIMESTAMP~&~	~&~ORG_END_DT::TIMESTAMP~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ORG_CD::VARCHAR~&~	~&~ORG_ACTIVE_CD::VARCHAR~&~	~&~ORG_IN_FP_CD::VARCHAR~&~	~&~ORG_PLNT_ACCT_NBR::VARCHAR~&~	~&~CMP_PLNT_ACCT_NBR::VARCHAR~&~	~&~ORG_PLNT_COA_CD::VARCHAR~&~	~&~CMP_PLNT_COA_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'EA'~&~	~&~'RECP'~&~	~&~'014F3DAF79A2A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'REAL ESTATE CERTIFICATION PROGRAM'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~NULL~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'CTSD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'014F3DAF79A3A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'3236804114'~&~	~&~'REGISTRAR'~&~	~&~'70'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101F'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'ENSV'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567070'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'014F3DAF79A4A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'3296303933'~&~	~&~'CAMPUS LIFE'~&~	~&~'70'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101F'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'ENSV'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567070'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'014F3DAF79A5A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'5291706249'~&~	~&~'FINANCIAL AID'~&~	~&~'70'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366598'~&~	~&~'WHITEWATER HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'ENSV'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567070'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SBSC'~&~	~&~'014F3DAF79A6A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SOCIAL ~ BEHAVIORAL SCIENCES'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 266'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'BSSD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SCS'~&~	~&~'014F3DAF79A7A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'CONTINUING STUDIES, SCHOOL OF'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~NULL~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'CTSD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SCTE'~&~	~&~'014F3DAF79A8A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SCIENCE AND TECHNOLOGY, DIVISION OF'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~NULL~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SDC'~&~	~&~'014F3DAF79A9A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'STUDENT DEVELOPMENT CENTER'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'014F3DAF79AAA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'5476301425'~&~	~&~'SCIENCE ~ MATH'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'2367200'~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'INPR'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SOC'~&~	~&~'014F3DAF79ABA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SOCIOLOGY'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 266'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'BSSD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SPAN'~&~	~&~'014F3DAF79ACA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SPANISH AND PROTUGESE'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~NULL~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'HUFA'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SPON'~&~	~&~'014F3DAF79ADA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SPONSORED PROGRAMS'~&~	~&~'NO'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101B'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567000'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SPPG'~&~	~&~'014F3DAF79AEA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SPECIAL PROGRAMS'~&~	~&~'NO'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101B'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567000'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'014F3DAF79AFA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'3236804114'~&~	~&~'STUDENT SERVICES'~&~	~&~'70'~&~	~&~'EA'~&~	~&~'R'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101F'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567070'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SSRD'~&~	~&~'014F3DAF79B0A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SOCIAL SERVICE'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 266'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'HUSE'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SSRW'~&~	~&~'014F3DAF79B1A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'SOCIAL WORK, SCHOOL OF'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 266'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'HUSE'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'014F3DAF80C7A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'5476301425'~&~	~&~'STUDENT SUCCESS'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0367200'~&~	~&~'WHITEWATER HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'200208260000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'INPR'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'014F3DAF79B2A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'5476301425'~&~	~&~'STATEWIDE TECHNOLOGY'~&~	~&~'56'~&~	~&~'EA'~&~	~&~'R'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'CACA'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567056'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'014F3DAF79B3A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'3474206166'~&~	~&~'UNIVERSITY TAX'~&~	~&~'84'~&~	~&~'EA'~&~	~&~'R'~&~	~&~'0366525'~&~	~&~'WHITEWATER 101J'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'CADM'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567084'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'014F3DAF79B4A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'5476301425'~&~	~&~'TUTORIAL SUPPORT SERVICES'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366598'~&~	~&~'WHITEWATER HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'UCRA'~&~	~&~'014F3DAF802FA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'3103108378'~&~	~&~'UNDER CONSTRUCTION/REMODEL-ACADEMIC'~&~	~&~'NO'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366560'~&~	~&~'BRYAN 008'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-1201'~&~	~&~'US'~&~	~&~'200105180000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567000'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'UCRS'~&~	~&~'014F3DAF8030A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'3103108378'~&~	~&~'UNDER CONSTRUCTION/REMODEL-SUPPLEMENTAL'~&~	~&~'NO'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366560'~&~	~&~'BRYAN 008'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-1201'~&~	~&~'US'~&~	~&~'200105180000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567000'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'014F3DAF79B5A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'5476301425'~&~	~&~'UNIVERSITY DIVISION'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366598'~&~	~&~'WHITEWATER HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~'200210070000000000'~&~	~&~'EA'~&~	~&~'INPR'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'ULIB'~&~	~&~'014F3DAF79B6A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'UNIVERSITY LIBRARIES'~&~	~&~'68'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'LIBR'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567068'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'UREL'~&~	~&~'014F3DAF79B7A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'UNIVERSITY RELATIONS'~&~	~&~'76'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101D'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374-1289'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'EXAF'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567076'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'VCAF'~&~	~&~'014F3DAF79B8A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'VICE CHANCELLOR FOR ACADEMIC AFFAIRS'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'VET'~&~	~&~'014F3DAF79B9A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'VETERANS AFFAIRS OFFICE'~&~	~&~'70'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'WHITEWATER HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567070'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'WCTV'~&~	~&~'014F3DAF79BAA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4343806132'~&~	~&~'WHITEWATER COMMUNITY TELEVISION'~&~	~&~'66'~&~	~&~'EA'~&~	~&~'O'~&~	~&~'0366598'~&~	~&~'WHITEWATER 101J'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'CSER'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9567066'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'WEC'~&~	~&~'014F3DAF79BBA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'WEEKEND COLLEGE'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~NULL~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'CTSD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'WELL'~&~	~&~'014F3DAF79BCA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'WELLNESS CENTER'~&~	~&~'12'~&~	~&~'EA'~&~	~&~'H'~&~	~&~'0366598'~&~	~&~'HAYES HALL'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567012'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'ZOOL'~&~	~&~'014F3DAF79BDA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1604806887'~&~	~&~'ZOOLOGY'~&~	~&~'02'~&~	~&~'EA'~&~	~&~'H'~&~	~&~NULL~&~	~&~'WHITEWATER 101H'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'47374'~&~	~&~'US'~&~	~&~'209805220000000000'~&~	~&~'209805220000000000'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9567002'~&~	~&~'9567000'~&~	~&~'EA'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'FW'~&~	~&~'ACAD'~&~	~&~'014F3DAF79BEA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1373503598'~&~	~&~'ACADEMIC AFFAIRS'~&~	~&~'NO'~&~	~&~'FW'~&~	~&~'H'~&~	~&~NULL~&~	~&~'2101 COLISEUM BOULEVARD EAST'~&~	~&~NULL~&~	~&~'FORT WAYNE'~&~	~&~'IN'~&~	~&~'46805-1499'~&~	~&~'US'~&~	~&~'209808140000000000'~&~	~&~'209808140000000000'~&~	~&~'FW'~&~	~&~'FW'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9562000'~&~	~&~'9562000'~&~	~&~'FW'~&~	~&~'FW'~&~	~&~]RECORD
RECORD[~&~	~&~'FW'~&~	~&~'ACFN'~&~	~&~'014F3DAF79BFA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1373503598'~&~	~&~'ACCOUNTING AND FINANCE'~&~	~&~'NO'~&~	~&~'FW'~&~	~&~'H'~&~	~&~NULL~&~	~&~'2101 COLISEUM BOULEVARD EAST'~&~	~&~NULL~&~	~&~'FORT WAYNE'~&~	~&~'IN'~&~	~&~'46805-1499'~&~	~&~'US'~&~	~&~'209808140000000000'~&~	~&~'209808140000000000'~&~	~&~'FW'~&~	~&~'BMS'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9562000'~&~	~&~'9562000'~&~	~&~'FW'~&~	~&~'FW'~&~	~&~]RECORD
RECORD[~&~	~&~'FW'~&~	~&~'ACTF'~&~	~&~'014F3DAF812DA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1373503598'~&~	~&~'ACCOUNTING'~&~	~&~'NO'~&~	~&~'FW'~&~	~&~'H'~&~	~&~'9762000'~&~	~&~'2101 COLISEUM BOULEVARD EAST'~&~	~&~NULL~&~	~&~'FORT WAYNE'~&~	~&~'IN'~&~	~&~'46805-1499'~&~	~&~'US'~&~	~&~'200212190000000000'~&~	~&~NULL~&~	~&~'FW'~&~	~&~'SBMS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9500010'~&~	~&~'9500010'~&~	~&~'FW'~&~	~&~'FW'~&~	~&~]RECORD
RECORD[~&~	~&~'FW'~&~	~&~'AFFA'~&~	~&~'014F3DAF8120A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1373503598'~&~	~&~'AFFIRMATIVE ACTION OFFICE'~&~	~&~'NO'~&~	~&~'FW'~&~	~&~'H'~&~	~&~'9762000'~&~	~&~'2101 COLISEUM BOULEVARD EAST'~&~	~&~NULL~&~	~&~'FORT WAYNE'~&~	~&~'IN'~&~	~&~'46805-1499'~&~	~&~'US'~&~	~&~'200212190000000000'~&~	~&~NULL~&~	~&~'FW'~&~	~&~'FW'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9500010'~&~	~&~'9500010'~&~	~&~'FW'~&~	~&~'FW'~&~	~&~]RECORD
RECORD[~&~	~&~'FW'~&~	~&~'AHLT'~&~	~&~'014F3DAF79C0A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1373503598'~&~	~&~'ALLIED HEALTH'~&~	~&~'NO'~&~	~&~'FW'~&~	~&~'H'~&~	~&~NULL~&~	~&~'2101 COLISEUM BOULEVARD EAST'~&~	~&~NULL~&~	~&~'FORT WAYNE'~&~	~&~'IN'~&~	~&~'46805-1499'~&~	~&~'US'~&~	~&~'209808140000000000'~&~	~&~'209808140000000000'~&~	~&~'FW'~&~	~&~'HSC'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9562000'~&~	~&~'9562000'~&~	~&~'FW'~&~	~&~'FW'~&~	~&~]RECORD
RECORD[~&~	~&~'FW'~&~	~&~'AMST'~&~	~&~'014F3DAF812CA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1373503598'~&~	~&~'AMERICAN STUDIES PROGRAM'~&~	~&~'NO'~&~	~&~'FW'~&~	~&~'H'~&~	~&~'9762000'~&~	~&~'4101 COLISEUM BOULEVARD EAST'~&~	~&~NULL~&~	~&~'FORT WAYNE'~&~	~&~'IN'~&~	~&~'46805-1499'~&~	~&~'US'~&~	~&~'200212190000000000'~&~	~&~NULL~&~	~&~'FW'~&~	~&~'ARSS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9500010'~&~	~&~'9500010'~&~	~&~'FW'~&~	~&~'FW'~&~	~&~]RECORD
