HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~CURR_BDGT_BAL_AMT::DECIMAL~&~	~&~ACCT_ACTL_XPND_AMT::DECIMAL~&~	~&~ACCT_ENCUM_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211702'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211702'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211702'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211702'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211703'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211703'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211703'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211703'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211703'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211703'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211704'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211704'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211704'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211704'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211704'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211704'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211705'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211705'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211705'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211705'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211705'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211705'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211706'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211706'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211706'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211706'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211706'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211706'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211707'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211707'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211707'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211707'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211707'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211707'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211708'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211708'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211708'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211708'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211708'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211708'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211709'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211709'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211709'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211709'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211709'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211709'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211801'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211802'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'2008'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4002'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4012'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4035'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4055'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4110'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4166'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4370'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4700'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4768'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4776'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4938'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4967'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'4972'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5027'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5047'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5500'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5625'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5760'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'5772'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211803'~&~	~&~'7030'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
