HEADER[~&~	~&~CA_ICR_ACCT_GNRTD_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_FIN_ACCT_NBR::VARCHAR~&~	~&~ACLN_PCT::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'11016'~&~	~&~'AF204E1BF5D79BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631476'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11017'~&~	~&~'AF204E1BF5D89BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631477'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11018'~&~	~&~'AF204E1BF5D99BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631478'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11019'~&~	~&~'AF204E1BF5DA9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631479'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11020'~&~	~&~'AF204E1BF5DB9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631480'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11021'~&~	~&~'AF204E1BF5DC9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631481'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11022'~&~	~&~'AF204E1BF5DD9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631482'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11023'~&~	~&~'AF204E1BF5DE9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631483'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11024'~&~	~&~'AF204E1BF5DF9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631432'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11025'~&~	~&~'AF204E1BF5E09BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631433'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11026'~&~	~&~'AF204E1BF5E19BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631434'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11027'~&~	~&~'AF204E1BF5E29BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631435'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11028'~&~	~&~'AF204E1BF5E39BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631436'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11029'~&~	~&~'AF204E1BF5E49BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631437'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11030'~&~	~&~'AF204E1BF5E59BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631438'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11031'~&~	~&~'AF204E1BF5E69BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631439'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11032'~&~	~&~'AF204E1BF5E79BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631440'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11033'~&~	~&~'AF204E1BF5E89BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631441'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11034'~&~	~&~'AF204E1BF5E99BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631442'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11035'~&~	~&~'AF204E1BF5EA9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631443'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11036'~&~	~&~'AF204E1BF5EB9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631444'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11037'~&~	~&~'AF204E1BF5EC9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631445'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11038'~&~	~&~'AF204E1BF5ED9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631446'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11039'~&~	~&~'AF204E1BF5EE9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631447'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11040'~&~	~&~'AF204E1BF5EF9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631448'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11041'~&~	~&~'AF204E1BF5F09BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631449'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11042'~&~	~&~'AF204E1BF5F19BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631450'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11043'~&~	~&~'AF204E1BF5F29BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631451'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11044'~&~	~&~'AF204E1BF5F39BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631452'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11045'~&~	~&~'AF204E1BF5F49BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631453'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11046'~&~	~&~'AF204E1BF5F59BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631454'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11047'~&~	~&~'AF204E1BF5F69BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631455'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11048'~&~	~&~'AF204E1BF5F79BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631456'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11049'~&~	~&~'AF204E1BF5F89BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631457'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11050'~&~	~&~'AF204E1BF5F99BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624745'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11051'~&~	~&~'AF204E1BF5FA9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624746'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11052'~&~	~&~'AF204E1BF5FB9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624747'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11053'~&~	~&~'AF204E1BF5FC9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624748'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11054'~&~	~&~'AF204E1BF5FD9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624749'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11055'~&~	~&~'AF204E1BF5FE9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624750'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11056'~&~	~&~'AF204E1BF5FF9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624751'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11057'~&~	~&~'AF204E1BF6009BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624752'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11058'~&~	~&~'AF204E1BF6019BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624753'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11059'~&~	~&~'AF204E1BF6029BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624754'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11060'~&~	~&~'AF204E1BF6039BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624755'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11061'~&~	~&~'AF204E1BF6049BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624756'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11062'~&~	~&~'AF204E1BF6059BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624757'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11063'~&~	~&~'AF204E1BF6069BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624758'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11064'~&~	~&~'AF204E1BF6079BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624759'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11065'~&~	~&~'AF204E1BF6089BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624760'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11066'~&~	~&~'AF204E1BF6099BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624761'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11067'~&~	~&~'AF204E1BF60A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624762'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11068'~&~	~&~'AF204E1BF60B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624763'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11069'~&~	~&~'AF204E1BF60C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624764'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11070'~&~	~&~'AF204E1BF60D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624765'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11071'~&~	~&~'AF204E1BF60E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624766'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11072'~&~	~&~'AF204E1BF60F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624767'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11073'~&~	~&~'AF204E1BF6109BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624768'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11074'~&~	~&~'AF204E1BF6119BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624769'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11075'~&~	~&~'AF204E1BF6129BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624770'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11076'~&~	~&~'AF204E1BF6139BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624771'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11077'~&~	~&~'AF204E1BF6149BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624772'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11078'~&~	~&~'AF204E1BF6159BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624773'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11079'~&~	~&~'AF204E1BF6169BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624774'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11080'~&~	~&~'AF204E1BF6179BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624775'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11081'~&~	~&~'AF204E1BF6189BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624776'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11082'~&~	~&~'AF204E1BF6199BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624777'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11083'~&~	~&~'AF204E1BF61A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624778'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11084'~&~	~&~'AF204E1BF61B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624779'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11085'~&~	~&~'AF204E1BF61C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624780'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11086'~&~	~&~'AF204E1BF61D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624781'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11087'~&~	~&~'AF204E1BF61E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624782'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11088'~&~	~&~'AF204E1BF61F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624783'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11089'~&~	~&~'AF204E1BF6209BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624784'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11090'~&~	~&~'AF204E1BF6219BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624785'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11091'~&~	~&~'AF204E1BF6229BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624786'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11092'~&~	~&~'AF204E1BF6239BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624787'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11093'~&~	~&~'AF204E1BF6249BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624788'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11094'~&~	~&~'AF204E1BF6259BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624789'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11095'~&~	~&~'AF204E1BF6269BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624790'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11096'~&~	~&~'AF204E1BF6279BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624791'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11097'~&~	~&~'AF204E1BF6289BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624792'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11098'~&~	~&~'AF204E1BF6299BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624793'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11099'~&~	~&~'AF204E1BF62A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624794'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11100'~&~	~&~'AF204E1BF62B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631509'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11101'~&~	~&~'AF204E1BF62C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631510'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11102'~&~	~&~'AF204E1BF62D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631511'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11103'~&~	~&~'AF204E1BF62E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631512'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11104'~&~	~&~'AF204E1BF62F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631513'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11105'~&~	~&~'AF204E1BF6309BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631514'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11106'~&~	~&~'AF204E1BF6319BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631515'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11107'~&~	~&~'AF204E1BF6329BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631516'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11108'~&~	~&~'AF204E1BF6339BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631517'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11109'~&~	~&~'AF204E1BF6349BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631518'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11110'~&~	~&~'AF204E1BF6359BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631519'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11111'~&~	~&~'AF204E1BF6369BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631520'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11112'~&~	~&~'AF204E1BF6379BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631521'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11113'~&~	~&~'AF204E1BF6389BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631522'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11114'~&~	~&~'AF204E1BF6399BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631523'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11115'~&~	~&~'AF204E1BF63A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631524'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11116'~&~	~&~'AF204E1BF63B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4631525'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
