HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~BDGT_RVRSN_COA_CD::VARCHAR~&~	~&~BDGT_RVRSNACCT_NBR::VARCHAR~&~	~&~CF_BY_OBJ_CD_IND::VARCHAR~&~	~&~CSH_RVRSNFINCOA_CD::VARCHAR~&~	~&~CSH_RVRSN_ACCT_NBR::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'fcbef6cd-0c92-46b9-849d-3f5a4daf801b'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'4cb22f6a-f9da-42e5-a1ef-c48d24f6447a'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'18faf4ae-bdc7-4f27-a07e-b7ad2ce338d4'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'BEST'~&~	~&~'04a34ad6-722a-490d-b64d-1ac678199117'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'BOOK'~&~	~&~'c0a7655f-917e-44c0-b380-3c2a1550a366'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'BSSD'~&~	~&~'1a0d6766-83ce-415a-b38f-e3c588804984'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'BURS'~&~	~&~'00292b4d-d3fa-4c09-b2c5-31343af67a70'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'BUSE'~&~	~&~'6925e395-2f2f-4f21-b872-c14e7dd9e81d'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'BUSM'~&~	~&~'0bc4f862-63e2-49cd-a4dc-fa1ee2b5ebcf'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CACA'~&~	~&~'8b51f90d-4bbe-4399-92ad-ea2273addf55'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CHAN'~&~	~&~'308f38b8-5f78-4b4c-9e65-09f656f1cee9'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CHP'~&~	~&~'d7cd7507-98c4-47b7-941a-f0c420c9fe41'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CONN'~&~	~&~'8c2ec919-cf41-474f-8ca6-64607c5dd5f9'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CPPS'~&~	~&~'d914b70b-c0e4-473c-9d31-b3ff8989fc30'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CSER'~&~	~&~'21294bca-58d0-40d7-8269-8c98c8beece9'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CSP'~&~	~&~'1a7e0a9d-123a-4e9d-ad63-76dfd1d4b023'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'CTSD'~&~	~&~'0ea5ea9c-d193-4d2d-8f4a-131e8c42352a'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'DEBT'~&~	~&~'22ca1ef5-e82f-4f2e-911d-b67b32a4ff75'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'ECTR'~&~	~&~'54b7eedc-7c9e-402d-8d8a-3f9c9d4c020a'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'EDUC'~&~	~&~'aea8ff66-2fe4-4fb7-b374-2bbbcc738157'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'ENSV'~&~	~&~'72d007db-68d6-4ec4-99fc-a58208c11ed6'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'EXAF'~&~	~&~'a5dddab1-3e41-4d17-9cf0-a1a4b177260b'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'EXTL'~&~	~&~'a7531b6b-af99-46b6-8024-5d0b47b1dd01'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'GENA'~&~	~&~'10435125-cd25-43c5-8b84-e3e3fe9157e2'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'GENS'~&~	~&~'ebc7f205-7911-495a-bc3c-1c16c8de74c2'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'HUFA'~&~	~&~'c156f882-e911-4a0e-85a9-f62c40c18099'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'HUMR'~&~	~&~'c02c01e1-b8ac-487c-b815-3ca7e03f8041'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'HUSE'~&~	~&~'6082d6f4-0d60-48f8-a46b-688caa154f01'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'INPR'~&~	~&~'437575ee-526c-41b0-b9da-82855b3d4ad8'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'LIBR'~&~	~&~'a6824447-9301-4fb9-8afd-aee628fd47ea'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'MULT'~&~	~&~'e3b29fef-a574-4ef2-b473-99aba1bf6856'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'e3182aec-d3d9-4ad7-a2f6-ab9b54b841db'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'a6652d2f-f6b2-45ba-9619-1876c8ec9075'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'d6055532-0a63-4e90-849f-613166b646c5'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'2c7ff61e-8ec2-49b3-ac8f-bae3828d8c5f'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'ebd65b34-92f8-41f0-998a-aeab8b30b887'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'58664a06-88af-4740-9623-2836061e0a1f'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'a5bebdfe-7d9a-4c20-9662-cda2040ab85e'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'01ccb8ea-7c58-4253-8729-34296a3d417f'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'8c5e6256-fa06-4c24-9f6d-52bdda5db155'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'f361ba91-5e8c-4ecb-8b73-3810979a6357'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'47faa71d-2ea1-4b5f-948e-6f43b3cb41db'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'1a58d630-27a6-4b2e-a6bf-620cdd6c0419'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'fb60de7d-0e80-4985-949a-1a2f0bffa85b'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'9bc570b5-d13d-4d9c-882c-2caf74470d73'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'FMS'~&~	~&~'8fe4ea8f-6186-44dd-a75b-c872eb14dd87'~&~	~&~'2'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'N'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'ec063698-318f-4e9b-9cb6-c92a67639625'~&~	~&~'2'~&~	~&~'BL'~&~	~&~'2321889'~&~	~&~'Y'~&~	~&~'BL'~&~	~&~'2331412'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'08e0944a-1220-4ce2-b659-68a045a814db'~&~	~&~'2'~&~	~&~'BL'~&~	~&~'1023295'~&~	~&~'Y'~&~	~&~'BL'~&~	~&~'1023295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'ecf7c0bc-ef4e-4691-ba96-818a3a615e4e'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'1d3b7e65-e0a4-41f3-b453-a73883de0cb0'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'84025261-5b0e-41de-90ff-b2947dd3aa44'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'811ac74c-f185-4977-b90f-5364848eab55'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'f9c8f5b6-dab8-4184-b58c-ec5953d1fdc2'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'f1c06fcc-68ac-4dc0-8692-5033d440176a'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'b1b94294-dca8-4882-87c9-ef111874e03b'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'BEST'~&~	~&~'19bb1e52-29ee-4bdf-b0a2-734e631f1707'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'BOOK'~&~	~&~'445dbd31-97fa-4088-8b4a-cc394cfe75c7'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'BSSD'~&~	~&~'d7bf1509-f544-4104-b3b1-5b1b1cf72fa2'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'BURS'~&~	~&~'b4a9d752-08c6-47c6-84c9-4f3f254cd82a'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'BUSE'~&~	~&~'3cf79e8f-0bb2-4288-b5f9-da0e64144e29'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'BUSM'~&~	~&~'923e7b60-799b-4bf4-9d11-7f978392ebb5'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CACA'~&~	~&~'46b52634-6658-4016-baac-47e114690c2e'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CHAN'~&~	~&~'b13e15b4-bce7-4c92-9e77-89ba23de0611'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CHP'~&~	~&~'a677fd28-67af-4028-aa5e-637df58643b9'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CONN'~&~	~&~'9b1b6b0d-850b-427f-ae06-e8b9ecb003ff'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CPPS'~&~	~&~'dcefb059-b3f9-4ee5-b890-534fd88af4e2'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CSER'~&~	~&~'7b1535c4-1889-46ad-8af6-fd7b764b5182'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CSP'~&~	~&~'ad2947a3-dc83-44ef-bb03-5b4cbd0dc90d'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'CTSD'~&~	~&~'6246b993-de78-445f-92c1-fe470826ed81'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'DEBT'~&~	~&~'77c59a1e-4093-4a49-8028-cdf38ae83333'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'ECTR'~&~	~&~'94b5c0da-4d69-423d-866f-a69d80bcf140'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'EDUC'~&~	~&~'41d12ef7-324a-447f-b2f7-8a1545fb5290'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'ENSV'~&~	~&~'b6cf6ff3-dcf4-48fb-96d6-ed51918eed99'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'EXAF'~&~	~&~'d1082a3a-6d44-4b09-9dbb-b962abfeee5f'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'EXTL'~&~	~&~'7b8d8080-669a-4f36-84a1-7b75cfb3413b'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'GENA'~&~	~&~'8ce3a2fe-ec79-4453-8f9d-ec48b1a35fca'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'GENS'~&~	~&~'92efcf9d-29ab-4065-bef4-0cd9813cb675'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'HUFA'~&~	~&~'300f020b-2932-4889-a6df-277820f594a1'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'HUMR'~&~	~&~'51b60010-6a26-4bbc-83a3-5bcd247da4ce'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'HUSE'~&~	~&~'e67b5014-3047-4064-8f4e-37e3f5c49299'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'INPR'~&~	~&~'2169cb7c-d5d6-4a3d-aa74-858651e2edeb'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'LIBR'~&~	~&~'b61e52f3-5a2f-4157-aeae-23aa4ddcbb04'~&~	~&~'2'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~'0367295'~&~	~&~'Y'~&~	~&~]RECORD
