HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACCOUNT_NM::VARCHAR~&~	~&~ACCT_FSC_OFC_UID::VARCHAR~&~	~&~ACCT_SPVSR_UNVL_ID::VARCHAR~&~	~&~ACCT_MGR_UNVL_ID::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ACCT_TYP_CD::VARCHAR~&~	~&~ACCT_PHYS_CMP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCT_FRNG_BNFT_CD::VARCHAR~&~	~&~FIN_HGH_ED_FUNC_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_DT::TIMESTAMP~&~	~&~ACCT_CITY_NM::VARCHAR~&~	~&~ACCT_STATE_CD::VARCHAR~&~	~&~ACCT_STREET_ADDR::VARCHAR~&~	~&~ACCT_ZIP_CD::VARCHAR~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ACCT_NBR::VARCHAR~&~	~&~ACCT_CREATE_DT::TIMESTAMP~&~	~&~ACCT_EFFECT_DT::TIMESTAMP~&~	~&~ACCT_EXPIRATION_DT::TIMESTAMP~&~	~&~CONT_FIN_COA_CD::VARCHAR~&~	~&~CONT_ACCOUNT_NBR::VARCHAR~&~	~&~ENDOW_FIN_COA_CD::VARCHAR~&~	~&~ENDOW_ACCOUNT_NBR::VARCHAR~&~	~&~CONTR_CTRL_FCOA_CD::VARCHAR~&~	~&~CONTR_CTRLACCT_NBR::VARCHAR~&~	~&~INCOME_FIN_COA_CD::VARCHAR~&~	~&~INCOME_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_ICR_TYP_CD::VARCHAR~&~	~&~AC_CSTM_ICREXCL_CD::VARCHAR~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_IN_FP_CD::VARCHAR~&~	~&~BDGT_REC_LVL_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~ACCT_PND_SF_CD::VARCHAR~&~	~&~FIN_EXT_ENC_SF_CD::VARCHAR~&~	~&~FIN_INT_ENC_SF_CD::VARCHAR~&~	~&~FIN_PRE_ENC_SF_CD::VARCHAR~&~	~&~FIN_OBJ_PRSCTRL_CD::VARCHAR~&~	~&~CG_CFDA_NBR::VARCHAR~&~	~&~ACCT_OFF_CMP_IND::VARCHAR~&~	~&~ACCT_CLOSED_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'EA'~&~	~&~'4769201'~&~	~&~'35A5641EAFB491B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'929626088000'~&~	~&~'930805200000'~&~	~&~'962341200000'~&~	~&~'EA'~&~	~&~'4769210'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769201'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'NF'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769202'~&~	~&~'35A5641EAFB591B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'929626344000'~&~	~&~'930805200000'~&~	~&~'962341200000'~&~	~&~'EA'~&~	~&~'4769211'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769202'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.042'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769203'~&~	~&~'35A5641EAFB691B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'931968949000'~&~	~&~'922942800000'~&~	~&~'962341200000'~&~	~&~'EA'~&~	~&~'4769214'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769203'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769204'~&~	~&~'35A5641EAFB791B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934208124000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769203'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769204'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.042'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769205'~&~	~&~'35A5641EAFB891B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934209778000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769204'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769205'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.042'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769206'~&~	~&~'35A5641EAFB991B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934210353000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769205'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769206'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.042'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769207'~&~	~&~'35A5641EAFBA91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934210893000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769206'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769207'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.042'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769208'~&~	~&~'35A5641EAFBB91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934212184000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769210'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769208'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.667'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769209'~&~	~&~'35A5641EAFBC91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934213527000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769211'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769209'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'17.235'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769210'~&~	~&~'35A5641EAFBD91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934214889000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769212'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769210'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'NF'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769211'~&~	~&~'35A5641EAFBE91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'934215377000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'5769213'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769211'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.042'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769212'~&~	~&~'35A5641EAFBF91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'956001430000'~&~	~&~'954565200000'~&~	~&~'986014800000'~&~	~&~'EA'~&~	~&~'4769215'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769212'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'84.181'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769213'~&~	~&~'35A5641EAFC091B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'956002087000'~&~	~&~'954565200000'~&~	~&~'986014800000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769216'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'84.181'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769214'~&~	~&~'35A5641EAFC191B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'968250320000'~&~	~&~'962427600000'~&~	~&~'993877200000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769214'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769215'~&~	~&~'35A5641EAFC291B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'985035831000'~&~	~&~'986101200000'~&~	~&~'1017550800000'~&~	~&~'EA'~&~	~&~'5769229'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769215'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'84.181'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769216'~&~	~&~'35A5641EAFC391B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'6274603810'~&~	~&~'3474206166'~&~	~&~NULL~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEB'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'985036156000'~&~	~&~'986101200000'~&~	~&~'1017550800000'~&~	~&~'EA'~&~	~&~'5769230'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769216'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'84.181'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769217'~&~	~&~'35A5641EAFC491B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'4160100413'~&~	~&~'3474206166'~&~	~&~'4160100413'~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEJ'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101 B'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1099673599000'~&~	~&~'1088658000000'~&~	~&~'1120107600000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769217'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'NF'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769218'~&~	~&~'35A5641EAFC591B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'4160100413'~&~	~&~'3474206166'~&~	~&~'6274603810'~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEE'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1100104890000'~&~	~&~'1088658000000'~&~	~&~'1151640000000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769218'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.051'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769219'~&~	~&~'35A5641EAFC691B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'4160100413'~&~	~&~'3474206166'~&~	~&~'6274603810'~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEE'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1100111403000'~&~	~&~'1120194000000'~&~	~&~'1151640000000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769218'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.051'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'4769220'~&~	~&~'35A5641EAFC791B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'4160100413'~&~	~&~'3474206166'~&~	~&~'6274603810'~&~	~&~'AAOA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'STATEE'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER 101H'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1100111474000'~&~	~&~'1151726400000'~&~	~&~'1183176000000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'4769218'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'EA'~&~	~&~'0368187'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'93.051'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
