HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~CURR_BDLN_BAL_AMT::DECIMAL~&~	~&~ACLN_ACTLS_BAL_AMT::DECIMAL~&~	~&~ACLN_ENCUM_BAL_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531410'~&~	~&~'-----'~&~	~&~'7900'~&~	~&~'---'~&~	~&~'34432.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531410'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'42925.43'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531410'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'18210.37'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531410'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'26249.06'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'1180'~&~	~&~'---'~&~	~&~'136986.00'~&~	~&~'136986.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'11250.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'2010'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'11172.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'25000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'25207.86'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'2550'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'270.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'22075.09'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'3050'~&~	~&~'---'~&~	~&~'37450.00'~&~	~&~'5325.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'3200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'35.58'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'3250'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'407.26'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'10096.70'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'3800'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'171.66'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4021'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'151.91'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4034'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4.29'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'628.89'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4055'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'92.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4085'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'862.47'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4086'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'256.23'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4100'~&~	~&~'---'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4110'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'223.34'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4308'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'165.44'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4309'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1.63'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4502'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'833.77'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4680'~&~	~&~'---'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4910'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2021.94'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'4938'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'86.28'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'250.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'5007'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'11.22'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'45049.00'~&~	~&~'45046.61'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'10987.00'~&~	~&~'3792.57'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4529.79'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'5773'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2683.04'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'6080'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'275.10'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'1500.00'~&~	~&~'568.32'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'7900'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-10.74'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531411'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'1180'~&~	~&~'---'~&~	~&~'20064.00'~&~	~&~'10032.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'12800.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2212.80'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'4002'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'658.40'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'2400.00'~&~	~&~'331.88'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'4938'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'493.14'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'4864.00'~&~	~&~'896.05'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'6403.98'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'9041'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'68.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'896.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'5439.73'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'CS001'~&~	~&~'1699'~&~	~&~'---'~&~	~&~'6750.00'~&~	~&~'2780.34'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'CS001'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'6750.00'~&~	~&~'2025.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'CS001'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'228.84'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'CS001'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'141.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531413'~&~	~&~'CS001'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'384.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'-----'~&~	~&~'1180'~&~	~&~'---'~&~	~&~'264462.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'-----'~&~	~&~'2408'~&~	~&~'---'~&~	~&~'147137.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'-----'~&~	~&~'4002'~&~	~&~'---'~&~	~&~'4900.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'-----'~&~	~&~'4086'~&~	~&~'---'~&~	~&~'1800.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'64112.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4531415'~&~	~&~'-----'~&~	~&~'5600'~&~	~&~'---'~&~	~&~'46513.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'370932.00'~&~	~&~'312901.21'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'133653.00'~&~	~&~'107999.85'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4002'~&~	~&~'---'~&~	~&~'248.00'~&~	~&~'7678.29'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4012'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'22.52'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'46720.00'~&~	~&~'50567.01'~&~	~&~'435.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4055'~&~	~&~'---'~&~	~&~'750.00'~&~	~&~'85.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4110'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'200.26'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4166'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'19.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4370'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3.42'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4700'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'25.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4768'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'140.96'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4776'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'125.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4938'~&~	~&~'---'~&~	~&~'3888.00'~&~	~&~'74.55'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4967'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'54.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'4972'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'203.80'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'59.50'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5027'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'463.98'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5047'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'201.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4909.76'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'113763.00'~&~	~&~'99023.98'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5600'~&~	~&~'---'~&~	~&~'44777.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'11062.78'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7583.32'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'13531.87'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'2133.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'7030'~&~	~&~'---'~&~	~&~'25000.00'~&~	~&~'17612.45'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-4031.51'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'9041'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'410.40'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4304.93'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4624620'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-5825.78'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'287776.00'~&~	~&~'192909.60'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'27925.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'88901.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'2010'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'44628.60'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'2300'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2266.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'2388'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'16264.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'19325.80'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'3150'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'129.73'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631400'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'10642.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
