HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~FIN_BALANCE_TYP_CD::VARCHAR~&~	~&~FIN_OBJ_TYP_CD::VARCHAR~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EMPLID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACLN_ANNL_BAL_AMT::DECIMAL~&~	~&~FIN_BEG_BAL_LN_AMT::DECIMAL~&~	~&~CONTR_GR_BB_AC_AMT::DECIMAL~&~	~&~MO1_ACCT_LN_AMT::DECIMAL~&~	~&~MO2_ACCT_LN_AMT::DECIMAL~&~	~&~MO3_ACCT_LN_AMT::DECIMAL~&~	~&~MO4_ACCT_LN_AMT::DECIMAL~&~	~&~MO5_ACCT_LN_AMT::DECIMAL~&~	~&~MO6_ACCT_LN_AMT::DECIMAL~&~	~&~MO7_ACCT_LN_AMT::DECIMAL~&~	~&~MO8_ACCT_LN_AMT::DECIMAL~&~	~&~MO9_ACCT_LN_AMT::DECIMAL~&~	~&~MO10_ACCT_LN_AMT::DECIMAL~&~	~&~MO11_ACCT_LN_AMT::DECIMAL~&~	~&~MO12_ACCT_LN_AMT::DECIMAL~&~	~&~MO13_ACCT_LN_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3000'~&~	~&~'0000072964'~&~	~&~'531CC9D0F3B56831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3437.64'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3000'~&~	~&~'0000080774'~&~	~&~'531CC9D0F3B66831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'526.75'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3000'~&~	~&~'0000233062'~&~	~&~'531CC9D0F3B76831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'278.70'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000000875'~&~	~&~'531CC9D0F3BA6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'72.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000067484'~&~	~&~'531CC9D0F3B86831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'21.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000115015'~&~	~&~'531CC9D0F3B96831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'407.40'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3250'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3000'~&~	~&~'0000072964'~&~	~&~'531CC9D0F3BB6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'63.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000000875'~&~	~&~'531CC9D0F3BE6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'144.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000067484'~&~	~&~'531CC9D0F3BC6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'287.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000115015'~&~	~&~'531CC9D0F3BD6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'516.25'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000145638'~&~	~&~'531CC9D0F3BF6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'4522.96'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0F3C06831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2180.81'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631486'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0F3C16831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2225.14'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631487'~&~	~&~'-----'~&~	~&~'5821'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG5821'~&~	~&~'0000264238'~&~	~&~'531CC9D0F3C26831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'9833.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631488'~&~	~&~'-----'~&~	~&~'5821'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG5821'~&~	~&~'0000025007'~&~	~&~'531CC9D0F3C36831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'20292.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LGIR98'~&~	~&~'0000279391'~&~	~&~'531CC9D0F3C46831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'25000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'2010'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG2010'~&~	~&~'0000276224'~&~	~&~'531CC9D0F3C56831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'161600.85'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'2300'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG2382'~&~	~&~'0000164152'~&~	~&~'531CC9D0F3C66831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'5415.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'2310'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG2388'~&~	~&~'0000004301'~&~	~&~'531CC9D0F3C76831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2270.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'2370'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG2388'~&~	~&~'0000003607'~&~	~&~'531CC9D0F3C86831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2270.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'2388'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG2388'~&~	~&~'0000004301'~&~	~&~'531CC9D0F3C96831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'18330.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'2388'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG2388'~&~	~&~'0000164152'~&~	~&~'531CC9D0F3CA6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'11330.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3000'~&~	~&~'0000053527'~&~	~&~'531CC9D0F3CB6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000004826'~&~	~&~'531CC9D0F3CC6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'126.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3500'~&~	~&~'0000097763'~&~	~&~'531CC9D0F3CD6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'520.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'3800'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3800'~&~	~&~'0000097763'~&~	~&~'531CC9D0F3CE6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'438.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'3800'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3800'~&~	~&~'0000098144'~&~	~&~'531CC9D0F3CF6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'287.89'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'3801'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG3801'~&~	~&~'0000097763'~&~	~&~'531CC9D0F3D06831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'109.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'4590'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'LG2382'~&~	~&~'0000146044'~&~	~&~'531CC9D0F3D16831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'212.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0F3D26831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'16843.12'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0F3D36831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'13825.62'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0F3D46831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3095.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'CS001'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00005491'~&~	~&~'0000276224'~&~	~&~'531CC9D0F3D56831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'47613.66'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4631489'~&~	~&~'CS001'~&~	~&~'2001'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00005491'~&~	~&~'0000276224'~&~	~&~'531CC9D0F3D66831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'9716.70'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658330000'~&~	~&~]RECORD
