HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EMPLID::VARCHAR~&~	~&~POS_CSF_CREATE_TM::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_CSF_DELETE_CD::VARCHAR~&~	~&~POS_CSF_AMT::DECIMAL~&~	~&~POS_CSF_FTE_QTY::DECIMAL~&~	~&~POS_CSF_TM_PCT::DECIMAL~&~	~&~POS_CSF_FNDSTAT_CD::VARCHAR~&~	~&~EMPL_RCD::DECIMAL~&~	~&~ERNCD::VARCHAR~&~	~&~ADDL_SEQ::DECIMAL~&~	~&~EFFDT::TIMESTAMP~&~	~&~EFFSEQ::DECIMAL~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00016955'~&~	~&~'0000001355'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEAB008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'77935.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'REG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00017031'~&~	~&~'0000000438'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEAC008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'35855.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'REG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00017149'~&~	~&~'0000000370'~&~	~&~'1160366400000'~&~	~&~'3089F9B6BF29008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'48592.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'U'~&~	~&~'0'~&~	~&~'BDG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00017149'~&~	~&~'0000000421'~&~	~&~'1157428800000'~&~	~&~'3089F9B6BF13008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'44335.20'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'REG'~&~	~&~'0'~&~	~&~'1158552000000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2480'~&~	~&~'---'~&~	~&~'00007960'~&~	~&~'0000000817'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDA5008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'30319.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RMO'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2480'~&~	~&~'---'~&~	~&~'00014462'~&~	~&~'0000001313'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BE9F008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'41089.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RMO'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2480'~&~	~&~'---'~&~	~&~'00016310'~&~	~&~'0000000258'~&~	~&~'1158811200000'~&~	~&~'3089F9B6BF20008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'30716.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'U'~&~	~&~'0'~&~	~&~'RMO'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2480'~&~	~&~'---'~&~	~&~'00016310'~&~	~&~'0000000788'~&~	~&~'1153886400000'~&~	~&~'3089F9B6BEF3008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'30713.04'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'6'~&~	~&~'RMO'~&~	~&~'0'~&~	~&~'1153713600000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2480'~&~	~&~'---'~&~	~&~'00016473'~&~	~&~'0000000425'~&~	~&~'1175140800000'~&~	~&~'3089F9B6BF70008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'43500.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RMO'~&~	~&~'0'~&~	~&~'1174622400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2480'~&~	~&~'---'~&~	~&~'00016473'~&~	~&~'0000001504'~&~	~&~'1175140800000'~&~	~&~'3089F9B6BF5D008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'43562.04'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'V'~&~	~&~'1'~&~	~&~'RMO'~&~	~&~'0'~&~	~&~'1171083600000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2480'~&~	~&~'---'~&~	~&~'00017884'~&~	~&~'0000001369'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEB0008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'43188.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RMO'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00000258'~&~	~&~'0000000384'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BE22008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'24523.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00000259'~&~	~&~'0000000363'~&~	~&~'1156392000000'~&~	~&~'3089F9B6BF0F008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'22880.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'2'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1157083200000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00000259'~&~	~&~'0000001383'~&~	~&~'1160366400000'~&~	~&~'3089F9B6BEEB008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'22880.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'U'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00004136'~&~	~&~'0000000011'~&~	~&~'1168923600000'~&~	~&~'3089F9B6BF47008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'25729.60'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1169442000000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00004136'~&~	~&~'0000000297'~&~	~&~'1170997200000'~&~	~&~'3089F9B6BF5E008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'25729.80'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'U'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1166245200000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00004239'~&~	~&~'0000001326'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BE05008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'26437.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00011928'~&~	~&~'0000000742'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BE94008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'26208.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'2'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00015441'~&~	~&~'0000000928'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEA8008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'24794.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'1'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00016150'~&~	~&~'0000000336'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEA9008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'36379.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00016324'~&~	~&~'0000000101'~&~	~&~'1160366400000'~&~	~&~'3089F9B6BF27008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'31456.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'U'~&~	~&~'1'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00016324'~&~	~&~'0000001378'~&~	~&~'1160366400000'~&~	~&~'3089F9B6BF28008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'31387.20'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1160366400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00017098'~&~	~&~'0000000367'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEAD008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'31242.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00018053'~&~	~&~'0000001675'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEB1008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'24336.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00018526'~&~	~&~'0000000788'~&~	~&~'1158897600000'~&~	~&~'3089F9B6BF21008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'30888.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'U'~&~	~&~'6'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00018526'~&~	~&~'0000001383'~&~	~&~'1154923200000'~&~	~&~'3089F9B6BF06008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'30888.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1154491200000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00018590'~&~	~&~'0000000011'~&~	~&~'1170997200000'~&~	~&~'3089F9B6BF60008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'25376.20'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'U'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1157947200000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00018590'~&~	~&~'0000000366'~&~	~&~'1170219600000'~&~	~&~'3089F9B6BF56008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'25376.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1170651600000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00019192'~&~	~&~'0000000844'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEB3008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'22693.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00019694'~&~	~&~'0000001385'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEB6008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'24440.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'2'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00020716'~&~	~&~'0000001333'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEBD008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'26437.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00020748'~&~	~&~'0000001309'~&~	~&~'1176091200000'~&~	~&~'3089F9B6BF72008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'26436.80'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'V'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1157947200000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231401'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00013642'~&~	~&~'0000000945'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BE9D008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'28766.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231417'~&~	~&~'LP'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00022258'~&~	~&~'0000001734'~&~	~&~'1170997200000'~&~	~&~'3089F9B6BF62008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'39333.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1170306000000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231452'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00012703'~&~	~&~'0000001744'~&~	~&~'1166418000000'~&~	~&~'3089F9B6BF40008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'60000.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1167627600000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231452'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00030391'~&~	~&~'0000001746'~&~	~&~'1176696000000'~&~	~&~'3089F9B6BF77008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'65000.04'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1177992000000'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231452'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00030392'~&~	~&~'0000001637'~&~	~&~'1173672000000'~&~	~&~'3089F9B6BF6C008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'38189.04'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'2'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1172725200000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231459'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00030288'~&~	~&~'0000001738'~&~	~&~'1161662400000'~&~	~&~'3089F9B6BEED008CE043814FD881008C'~&~	~&~'1'~&~	~&~'D'~&~	~&~'33384.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1153108800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231475'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00001014'~&~	~&~'0000001558'~&~	~&~'1169182800000'~&~	~&~'3089F9B6BF3B008CE043814FD881008C'~&~	~&~'1'~&~	~&~'D'~&~	~&~'28401.30'~&~	~&~'0.670000'~&~	~&~'67.000000'~&~	~&~'-'~&~	~&~'4'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1167627600000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231475'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00023941'~&~	~&~'0000000661'~&~	~&~'1170306000000'~&~	~&~'3089F9B6BF3A008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'40599.96'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'V'~&~	~&~'3'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1167627600000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231475'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00023941'~&~	~&~'VACANT'~&~	~&~'1175659200000'~&~	~&~'3089F9B6BF71008CE043814FD881008C'~&~	~&~'1'~&~	~&~'C'~&~	~&~'22000.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'V'~&~	~&~'0'~&~	~&~'BDG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231479'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00001001'~&~	~&~'0000001485'~&~	~&~'1173416400000'~&~	~&~'3089F9B6BF68008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'11613.33'~&~	~&~'0.220000'~&~	~&~'22.000000'~&~	~&~'-'~&~	~&~'3'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1172725200000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231490'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005490'~&~	~&~'0000001303'~&~	~&~'1176436800000'~&~	~&~'3089F9B6BF74008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'124022.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1177992000000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231491'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00000363'~&~	~&~'0000001280'~&~	~&~'1177473600000'~&~	~&~'3089F9B6BF35008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'24999.96'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1180670400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231498'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00027316'~&~	~&~'0000001628'~&~	~&~'1152763200000'~&~	~&~'3089F9B6BEEA008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'48000.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231504'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'00021681'~&~	~&~'0000001622'~&~	~&~'1163739600000'~&~	~&~'3089F9B6BF38008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'31179.20'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'V'~&~	~&~'0'~&~	~&~'RGN'~&~	~&~'0'~&~	~&~'1163048400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231507'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00022769'~&~	~&~'0000001686'~&~	~&~'1152676800000'~&~	~&~'3089F9B6BEE9008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'39762.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'2231564'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00012043'~&~	~&~'0000001165'~&~	~&~'1158552000000'~&~	~&~'3089F9B6BF1C008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'21216.00'~&~	~&~'0.400000'~&~	~&~'40.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'REG'~&~	~&~'0'~&~	~&~'1159675200000'~&~	~&~'0'~&~	~&~]RECORD
