HEADER[~&~	~&~CPTLAST_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CPTLAST_TYP_DESC::VARCHAR~&~	~&~CPTLAST_DEPRLF_LMT::DECIMAL~&~	~&~CPTLAST_MOVING_CD::VARCHAR~&~	~&~CPTLAST_RQDBLDG_CD::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'303'~&~	~&~'44F39C472F79409CE043814FD881409C'~&~	~&~'1'~&~	~&~'ANALYZER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'304'~&~	~&~'44F39C472F7A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LASER, SCIENTIFIC'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'305'~&~	~&~'44F39C472F7B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'ANESTHESIA UNIT'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'306'~&~	~&~'44F39C4730A3409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DNA ANALYZER'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'308'~&~	~&~'44F39C472F7C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'AUDIOMETER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'309'~&~	~&~'44F39C472F7D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW AUTOCLAVE'~&~	~&~'20'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'311'~&~	~&~'44F39C472F7E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'ASPIRATOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312'~&~	~&~'44F39C472F7F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BALANCE'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314'~&~	~&~'44F39C472F80409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LABORATORY PRESSES'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315'~&~	~&~'44F39C472F81409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW  BLOOD PRESSURE UNIT'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'316'~&~	~&~'44F39C472F82409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW BATH, ALL LABORATORY /CIRCULATOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'318'~&~	~&~'44F39C472F83409CE043814FD881409C'~&~	~&~'1'~&~	~&~'OSCILLOSCOPE ACCESSORIES'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'319'~&~	~&~'44F39C472F84409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SCIENTIFIC EQUIP. (AMPLIFYING)'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'320'~&~	~&~'44F39C473060409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW MONITOR, MEDICAL/SCIENTIFIC'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'321'~&~	~&~'44F39C472F85409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW COUNTER, BLOOD CELL'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'322'~&~	~&~'44F39C472F86409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW  ANALYZER, BLOOD GAS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'325'~&~	~&~'44F39C472F87409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SCIENTIFIC EQUIP. (COLLECTING)'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'327'~&~	~&~'44F39C472F88409CE043814FD881409C'~&~	~&~'1'~&~	~&~'WASHER, BOTTLE'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'328'~&~	~&~'44F39C472F89409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BREATHING UNIT'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'330'~&~	~&~'44F39C472F8A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'EQUIP., ALL CARDIO'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'332'~&~	~&~'44F39C472F8B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'EVAPORATORS, ROTAVAPORS'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'333'~&~	~&~'44F39C472F8C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW CENTRIFUGE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'334'~&~	~&~'44F39C472F8D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW GAS CHROMATOGRAPH'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'336'~&~	~&~'44F39C472F8E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'COLD PACK UNIT, FLOOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'337'~&~	~&~'44F39C472F8F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW COLORIMETER'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'338'~&~	~&~'44F39C472F90409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW AIR COMPRESSOR'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'339'~&~	~&~'44F39C473070409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW TESTER, CONDUCTIVITY'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'341'~&~	~&~'44F39C472F91409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PHOTOMULTIPLIER TUBE'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'342'~&~	~&~'44F39C472F92409CE043814FD881409C'~&~	~&~'1'~&~	~&~'CRYOSURGICAL UNIT'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'343'~&~	~&~'44F39C472F93409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW CRYOSTAT'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'345'~&~	~&~'44F39C472F94409CE043814FD881409C'~&~	~&~'1'~&~	~&~'CUTTER, ELECTRICAL'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'350'~&~	~&~'44F39C472F95409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW DEFIBRILLATOR'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'351'~&~	~&~'44F39C472F96409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW DENSITOMETER'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'352'~&~	~&~'44F39C472F97409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DERMATOME'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'354'~&~	~&~'44F39C472F98409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DIATHERMY UNIT'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'355'~&~	~&~'44F39C472F99409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DILUTOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'357'~&~	~&~'44F39C472F9A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW DISTILLING APPARATUS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'359'~&~	~&~'44F39C472F9B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DRYER, SCIENTIFIC'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'360'~&~	~&~'44F39C472F9C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW ELECTROCARDIOGRAPH'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'361'~&~	~&~'44F39C472F9D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW ELECTROENCEPHALOGRAPH'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'362'~&~	~&~'44F39C4730C7409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW ELECTROMYOGRAPHY'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'363'~&~	~&~'44F39C472F9E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW ELECTROPHORESIS UNIT'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'364'~&~	~&~'44F39C473046409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW ELECTROSURGICAL UNIT'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'367'~&~	~&~'44F39C472F9F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. EQUIP., EXERCISE'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'368'~&~	~&~'44F39C472FA0409CE043814FD881409C'~&~	~&~'1'~&~	~&~'FLOWMETER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'369'~&~	~&~'44F39C472FA1409CE043814FD881409C'~&~	~&~'1'~&~	~&~'FLUORIMETER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'370'~&~	~&~'44F39C472FA2409CE043814FD881409C'~&~	~&~'1'~&~	~&~'FLUOROSCOPE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'372'~&~	~&~'44F39C472FA3409CE043814FD881409C'~&~	~&~'1'~&~	~&~'FURNACE, LABORATORY'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'373'~&~	~&~'44F39C472FA4409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SYSTEMS, HEART LUNG'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'374'~&~	~&~'44F39C472FA5409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW HEMOGLBINOMETER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'375'~&~	~&~'44F39C473052409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW HEMODIALYSIS UNIT'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'376'~&~	~&~'44F39C472FA6409CE043814FD881409C'~&~	~&~'1'~&~	~&~'HOMOGENIZER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'378'~&~	~&~'44F39C472FA7409CE043814FD881409C'~&~	~&~'1'~&~	~&~'HUMIDIFIER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'379'~&~	~&~'44F39C472FA8409CE043814FD881409C'~&~	~&~'1'~&~	~&~'HYDROTHERAPY EQUIPMENT'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'381'~&~	~&~'44F39C472FA9409CE043814FD881409C'~&~	~&~'1'~&~	~&~'APPARATUS, HYPOTHERMIA'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'382'~&~	~&~'44F39C473055409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW ILLUMINATOR UNIT, MULTIFILM OR SINGLE'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'383'~&~	~&~'44F39C472FAA409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SCIENTIFIC EQUIP. (CONTROLLING)'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'384'~&~	~&~'44F39C472FAB409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INCUBATORS, ALL'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'386'~&~	~&~'44F39C472FAC409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INDICATOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'387'~&~	~&~'44F39C472FAD409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PUMP, INFUSION'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'388'~&~	~&~'44F39C472FAE409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW INHALATOR'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'390'~&~	~&~'44F39C472FAF409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW DIALYZER, KIDNEY'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'391'~&~	~&~'44F39C472FB0409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW KILN'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'392'~&~	~&~'44F39C472FB1409CE043814FD881409C'~&~	~&~'1'~&~	~&~'KYMOGRAPH'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'396'~&~	~&~'44F39C472FB2409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LAMP, MEDICAL/ SCIENTIFIC'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'399'~&~	~&~'44F39C473059409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW LIFTER, PATIENT'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4'~&~	~&~'44F39C472FB3409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SCIENTIFIC EQUIP. (RECORDING)'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'400'~&~	~&~'44F39C472FB4409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MANNEQUIN'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'40000'~&~	~&~'44F39C472FB5409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MVE CONSTRUCTION IN PROGRESS'~&~	~&~'0'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'40001'~&~	~&~'44F39C473087409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BLDG CONSTRUCTION IN PROGRESS'~&~	~&~'0'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'40002'~&~	~&~'44F39C47308E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INFRASTRUCTURE CONSTRUCTION IN PROGRESS'~&~	~&~'0'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'40003'~&~	~&~'44F39C47308F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LI CONSTRUCTION IN PROGRESS'~&~	~&~'0'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'40004'~&~	~&~'44F39C47309A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MOVEABLE ASSETS NOT YET RECEIVED, OR PLACED IN SERVICE'~&~	~&~'0'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'40005'~&~	~&~'44F39C4730A6409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LEASE IMPRV CONSTR INPROGRESS'~&~	~&~'0'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'401'~&~	~&~'44F39C472FB6409CE043814FD881409C'~&~	~&~'1'~&~	~&~'METER'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'403'~&~	~&~'44F39C47307B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW MICROSCOPE/TELESCOPE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'404'~&~	~&~'44F39C472FB7409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MICROPROJECTOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'405'~&~	~&~'44F39C472FB8409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW MICROTOME'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'406'~&~	~&~'44F39C472FB9409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. MEDICAL EQUIPMENT'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'407'~&~	~&~'44F39C472FBA409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MONITOR, COMPUTER'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'408'~&~	~&~'44F39C472FBB409CE043814FD881409C'~&~	~&~'1'~&~	~&~'NEBULIZER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'409'~&~	~&~'44F39C472FBC409CE043814FD881409C'~&~	~&~'1'~&~	~&~'OPHTHALMOSCOPE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'410'~&~	~&~'44F39C472FBD409CE043814FD881409C'~&~	~&~'1'~&~	~&~'OSCILLOSCOPE/VECTORSCOPE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'411'~&~	~&~'44F39C472FBE409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW OSMOMETER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'413'~&~	~&~'44F39C472FBF409CE043814FD881409C'~&~	~&~'1'~&~	~&~'OSCILLATOR'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'414'~&~	~&~'44F39C473063409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW OVEN, LABORATORY'~&~	~&~'14'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'415'~&~	~&~'44F39C472FC0409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. OXYGEN EQUIP.'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'417'~&~	~&~'44F39C472FC1409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PACEMAKER, CARDIAC'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'418'~&~	~&~'44F39C47304E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW EQUIPMENT PATIENT MONITORING/AIDING'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'419'~&~	~&~'44F39C472FC2409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BOOTH, ALL'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'420'~&~	~&~'44F39C472FC3409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MACHINE, PAINT SPRAYING'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'422'~&~	~&~'44F39C472FC4409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PHOTOCOAGULATOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'424'~&~	~&~'44F39C472FC5409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PHOTOMETER'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'425'~&~	~&~'44F39C472FC6409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PIPETTE, AUTOMATIC'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'426'~&~	~&~'44F39C472FC7409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW POWER SUPPLY, LOGIC UNIT, GENERATOR'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'428'~&~	~&~'44F39C472FC8409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW TIMER, AUTOMATED'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'429'~&~	~&~'44F39C472FC9409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW  EQUIP., PULMONARY FUNCTION'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'430'~&~	~&~'44F39C472FCA409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PUMP, VACUUM OR PRESSURE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'431'~&~	~&~'44F39C472FCB409CE043814FD881409C'~&~	~&~'1'~&~	~&~'COUNTER, RADIATION'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'432'~&~	~&~'44F39C472FCC409CE043814FD881409C'~&~	~&~'1'~&~	~&~'METER, RADIATION'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'435'~&~	~&~'44F39C472FCD409CE043814FD881409C'~&~	~&~'1'~&~	~&~'RECORDER, LABORATORY'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
