HEADER[~&~	~&~ENTITY_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS2854'~&~	~&~'KFS2854'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2855'~&~	~&~'KFS2855'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2856'~&~	~&~'KFS2856'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2857'~&~	~&~'KFS2857'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2858'~&~	~&~'KFS2858'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2859'~&~	~&~'KFS2859'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2860'~&~	~&~'KFS2860'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2861'~&~	~&~'KFS2861'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2862'~&~	~&~'KFS2862'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2863'~&~	~&~'KFS2863'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2864'~&~	~&~'KFS2864'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2865'~&~	~&~'KFS2865'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2866'~&~	~&~'KFS2866'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2867'~&~	~&~'KFS2867'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2868'~&~	~&~'KFS2868'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2869'~&~	~&~'KFS2869'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2870'~&~	~&~'KFS2870'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2871'~&~	~&~'KFS2871'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2872'~&~	~&~'KFS2872'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2873'~&~	~&~'KFS2873'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2874'~&~	~&~'KFS2874'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2875'~&~	~&~'KFS2875'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2876'~&~	~&~'KFS2876'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2877'~&~	~&~'KFS2877'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2878'~&~	~&~'KFS2878'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2879'~&~	~&~'KFS2879'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2880'~&~	~&~'KFS2880'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2881'~&~	~&~'KFS2881'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2882'~&~	~&~'KFS2882'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2883'~&~	~&~'KFS2883'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2884'~&~	~&~'KFS2884'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2885'~&~	~&~'KFS2885'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2886'~&~	~&~'KFS2886'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2887'~&~	~&~'KFS2887'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2888'~&~	~&~'KFS2888'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2889'~&~	~&~'KFS2889'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2890'~&~	~&~'KFS2890'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2891'~&~	~&~'KFS2891'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2892'~&~	~&~'KFS2892'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2893'~&~	~&~'KFS2893'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2894'~&~	~&~'KFS2894'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2895'~&~	~&~'KFS2895'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2896'~&~	~&~'KFS2896'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2897'~&~	~&~'KFS2897'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2898'~&~	~&~'KFS2898'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2899'~&~	~&~'KFS2899'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2900'~&~	~&~'KFS2900'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2901'~&~	~&~'KFS2901'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2902'~&~	~&~'KFS2902'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2903'~&~	~&~'KFS2903'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2904'~&~	~&~'KFS2904'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2905'~&~	~&~'KFS2905'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2906'~&~	~&~'KFS2906'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2907'~&~	~&~'KFS2907'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2908'~&~	~&~'KFS2908'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2909'~&~	~&~'KFS2909'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2910'~&~	~&~'KFS2910'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2911'~&~	~&~'KFS2911'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2912'~&~	~&~'KFS2912'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2913'~&~	~&~'KFS2913'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2914'~&~	~&~'KFS2914'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2915'~&~	~&~'KFS2915'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2916'~&~	~&~'KFS2916'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2917'~&~	~&~'KFS2917'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2918'~&~	~&~'KFS2918'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2919'~&~	~&~'KFS2919'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2920'~&~	~&~'KFS2920'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2921'~&~	~&~'KFS2921'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2922'~&~	~&~'KFS2922'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2923'~&~	~&~'KFS2923'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2924'~&~	~&~'KFS2924'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2925'~&~	~&~'KFS2925'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2926'~&~	~&~'KFS2926'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2927'~&~	~&~'KFS2927'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2928'~&~	~&~'KFS2928'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2929'~&~	~&~'KFS2929'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2930'~&~	~&~'KFS2930'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2931'~&~	~&~'KFS2931'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2932'~&~	~&~'KFS2932'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2933'~&~	~&~'KFS2933'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2934'~&~	~&~'KFS2934'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2935'~&~	~&~'KFS2935'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2936'~&~	~&~'KFS2936'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2937'~&~	~&~'KFS2937'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2938'~&~	~&~'KFS2938'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2939'~&~	~&~'KFS2939'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2940'~&~	~&~'KFS2940'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2941'~&~	~&~'KFS2941'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2942'~&~	~&~'KFS2942'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2943'~&~	~&~'KFS2943'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2944'~&~	~&~'KFS2944'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2945'~&~	~&~'KFS2945'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2946'~&~	~&~'KFS2946'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2947'~&~	~&~'KFS2947'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2948'~&~	~&~'KFS2948'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2949'~&~	~&~'KFS2949'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2950'~&~	~&~'KFS2950'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2951'~&~	~&~'KFS2951'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2952'~&~	~&~'KFS2952'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2953'~&~	~&~'KFS2953'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2954'~&~	~&~'KFS2954'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2955'~&~	~&~'KFS2955'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2956'~&~	~&~'KFS2956'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2957'~&~	~&~'KFS2957'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2958'~&~	~&~'KFS2958'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2959'~&~	~&~'KFS2959'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2960'~&~	~&~'KFS2960'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2961'~&~	~&~'KFS2961'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2962'~&~	~&~'KFS2962'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2963'~&~	~&~'KFS2963'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2964'~&~	~&~'KFS2964'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2965'~&~	~&~'KFS2965'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2966'~&~	~&~'KFS2966'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2967'~&~	~&~'KFS2967'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2968'~&~	~&~'KFS2968'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2969'~&~	~&~'KFS2969'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2970'~&~	~&~'KFS2970'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2971'~&~	~&~'KFS2971'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2972'~&~	~&~'KFS2972'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2973'~&~	~&~'KFS2973'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2974'~&~	~&~'KFS2974'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2975'~&~	~&~'KFS2975'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2976'~&~	~&~'KFS2976'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2977'~&~	~&~'KFS2977'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2978'~&~	~&~'KFS2978'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2979'~&~	~&~'KFS2979'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2980'~&~	~&~'KFS2980'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2981'~&~	~&~'KFS2981'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2982'~&~	~&~'KFS2982'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2983'~&~	~&~'KFS2983'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2984'~&~	~&~'KFS2984'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2985'~&~	~&~'KFS2985'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2986'~&~	~&~'KFS2986'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2987'~&~	~&~'KFS2987'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2988'~&~	~&~'KFS2988'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2989'~&~	~&~'KFS2989'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2990'~&~	~&~'KFS2990'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2991'~&~	~&~'KFS2991'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2992'~&~	~&~'KFS2992'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2993'~&~	~&~'KFS2993'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2994'~&~	~&~'KFS2994'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2995'~&~	~&~'KFS2995'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2996'~&~	~&~'KFS2996'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2997'~&~	~&~'KFS2997'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2998'~&~	~&~'KFS2998'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2999'~&~	~&~'KFS2999'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3000'~&~	~&~'KFS3000'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3001'~&~	~&~'KFS3001'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3002'~&~	~&~'KFS3002'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3003'~&~	~&~'KFS3003'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3004'~&~	~&~'KFS3004'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3005'~&~	~&~'KFS3005'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3006'~&~	~&~'KFS3006'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3007'~&~	~&~'KFS3007'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3008'~&~	~&~'KFS3008'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3009'~&~	~&~'KFS3009'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3010'~&~	~&~'KFS3010'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3011'~&~	~&~'KFS3011'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3012'~&~	~&~'KFS3012'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3013'~&~	~&~'KFS3013'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3014'~&~	~&~'KFS3014'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3015'~&~	~&~'KFS3015'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3016'~&~	~&~'KFS3016'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3017'~&~	~&~'KFS3017'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3018'~&~	~&~'KFS3018'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3019'~&~	~&~'KFS3019'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3020'~&~	~&~'KFS3020'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3021'~&~	~&~'KFS3021'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3022'~&~	~&~'KFS3022'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3023'~&~	~&~'KFS3023'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3024'~&~	~&~'KFS3024'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3025'~&~	~&~'KFS3025'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3026'~&~	~&~'KFS3026'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3027'~&~	~&~'KFS3027'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3028'~&~	~&~'KFS3028'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3029'~&~	~&~'KFS3029'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3030'~&~	~&~'KFS3030'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3031'~&~	~&~'KFS3031'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3032'~&~	~&~'KFS3032'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3033'~&~	~&~'KFS3033'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
