HEADER[~&~	~&~ENTITY_AFLTN_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~AFLTN_TYP_CD::VARCHAR~&~	~&~CAMPUS_CD::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS3315'~&~	~&~'KFS3315'~&~	~&~'1'~&~	~&~'KFS3315'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3316'~&~	~&~'KFS3316'~&~	~&~'1'~&~	~&~'KFS3316'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3317'~&~	~&~'KFS3317'~&~	~&~'1'~&~	~&~'KFS3317'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3318'~&~	~&~'KFS3318'~&~	~&~'1'~&~	~&~'KFS3318'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3319'~&~	~&~'KFS3319'~&~	~&~'1'~&~	~&~'KFS3319'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3320'~&~	~&~'KFS3320'~&~	~&~'1'~&~	~&~'KFS3320'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3321'~&~	~&~'KFS3321'~&~	~&~'1'~&~	~&~'KFS3321'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3322'~&~	~&~'KFS3322'~&~	~&~'1'~&~	~&~'KFS3322'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3323'~&~	~&~'KFS3323'~&~	~&~'1'~&~	~&~'KFS3323'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3324'~&~	~&~'KFS3324'~&~	~&~'1'~&~	~&~'KFS3324'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3325'~&~	~&~'KFS3325'~&~	~&~'1'~&~	~&~'KFS3325'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3326'~&~	~&~'KFS3326'~&~	~&~'1'~&~	~&~'KFS3326'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3327'~&~	~&~'KFS3327'~&~	~&~'1'~&~	~&~'KFS3327'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3328'~&~	~&~'KFS3328'~&~	~&~'1'~&~	~&~'KFS3328'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3329'~&~	~&~'KFS3329'~&~	~&~'1'~&~	~&~'KFS3329'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3330'~&~	~&~'KFS3330'~&~	~&~'1'~&~	~&~'KFS3330'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3331'~&~	~&~'KFS3331'~&~	~&~'1'~&~	~&~'KFS3331'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3332'~&~	~&~'KFS3332'~&~	~&~'1'~&~	~&~'KFS3332'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3333'~&~	~&~'KFS3333'~&~	~&~'1'~&~	~&~'KFS3333'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3334'~&~	~&~'KFS3334'~&~	~&~'1'~&~	~&~'KFS3334'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3335'~&~	~&~'KFS3335'~&~	~&~'1'~&~	~&~'KFS3335'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3336'~&~	~&~'KFS3336'~&~	~&~'1'~&~	~&~'KFS3336'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3337'~&~	~&~'KFS3337'~&~	~&~'1'~&~	~&~'KFS3337'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3338'~&~	~&~'KFS3338'~&~	~&~'1'~&~	~&~'KFS3338'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3339'~&~	~&~'KFS3339'~&~	~&~'1'~&~	~&~'KFS3339'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3340'~&~	~&~'KFS3340'~&~	~&~'1'~&~	~&~'KFS3340'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3341'~&~	~&~'KFS3341'~&~	~&~'1'~&~	~&~'KFS3341'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3342'~&~	~&~'KFS3342'~&~	~&~'1'~&~	~&~'KFS3342'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3343'~&~	~&~'KFS3343'~&~	~&~'1'~&~	~&~'KFS3343'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3344'~&~	~&~'KFS3344'~&~	~&~'1'~&~	~&~'KFS3344'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3345'~&~	~&~'KFS3345'~&~	~&~'1'~&~	~&~'KFS3345'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3346'~&~	~&~'KFS3346'~&~	~&~'1'~&~	~&~'KFS3346'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3347'~&~	~&~'KFS3347'~&~	~&~'1'~&~	~&~'KFS3347'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3348'~&~	~&~'KFS3348'~&~	~&~'1'~&~	~&~'KFS3348'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3349'~&~	~&~'KFS3349'~&~	~&~'1'~&~	~&~'KFS3349'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3350'~&~	~&~'KFS3350'~&~	~&~'1'~&~	~&~'KFS3350'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3351'~&~	~&~'KFS3351'~&~	~&~'1'~&~	~&~'KFS3351'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3352'~&~	~&~'KFS3352'~&~	~&~'1'~&~	~&~'KFS3352'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3353'~&~	~&~'KFS3353'~&~	~&~'1'~&~	~&~'KFS3353'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3354'~&~	~&~'KFS3354'~&~	~&~'1'~&~	~&~'KFS3354'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3355'~&~	~&~'KFS3355'~&~	~&~'1'~&~	~&~'KFS3355'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3356'~&~	~&~'KFS3356'~&~	~&~'1'~&~	~&~'KFS3356'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3357'~&~	~&~'KFS3357'~&~	~&~'1'~&~	~&~'KFS3357'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3358'~&~	~&~'KFS3358'~&~	~&~'1'~&~	~&~'KFS3358'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3359'~&~	~&~'KFS3359'~&~	~&~'1'~&~	~&~'KFS3359'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3360'~&~	~&~'KFS3360'~&~	~&~'1'~&~	~&~'KFS3360'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3361'~&~	~&~'KFS3361'~&~	~&~'1'~&~	~&~'KFS3361'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3362'~&~	~&~'KFS3362'~&~	~&~'1'~&~	~&~'KFS3362'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3363'~&~	~&~'KFS3363'~&~	~&~'1'~&~	~&~'KFS3363'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3364'~&~	~&~'KFS3364'~&~	~&~'1'~&~	~&~'KFS3364'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3365'~&~	~&~'KFS3365'~&~	~&~'1'~&~	~&~'KFS3365'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3366'~&~	~&~'KFS3366'~&~	~&~'1'~&~	~&~'KFS3366'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3367'~&~	~&~'KFS3367'~&~	~&~'1'~&~	~&~'KFS3367'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3368'~&~	~&~'KFS3368'~&~	~&~'1'~&~	~&~'KFS3368'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3369'~&~	~&~'KFS3369'~&~	~&~'1'~&~	~&~'KFS3369'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3370'~&~	~&~'KFS3370'~&~	~&~'1'~&~	~&~'KFS3370'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3371'~&~	~&~'KFS3371'~&~	~&~'1'~&~	~&~'KFS3371'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3372'~&~	~&~'KFS3372'~&~	~&~'1'~&~	~&~'KFS3372'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3373'~&~	~&~'KFS3373'~&~	~&~'1'~&~	~&~'KFS3373'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3374'~&~	~&~'KFS3374'~&~	~&~'1'~&~	~&~'KFS3374'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3375'~&~	~&~'KFS3375'~&~	~&~'1'~&~	~&~'KFS3375'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3376'~&~	~&~'KFS3376'~&~	~&~'1'~&~	~&~'KFS3376'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3377'~&~	~&~'KFS3377'~&~	~&~'1'~&~	~&~'KFS3377'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3378'~&~	~&~'KFS3378'~&~	~&~'1'~&~	~&~'KFS3378'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3379'~&~	~&~'KFS3379'~&~	~&~'1'~&~	~&~'KFS3379'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3380'~&~	~&~'KFS3380'~&~	~&~'1'~&~	~&~'KFS3380'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3381'~&~	~&~'KFS3381'~&~	~&~'1'~&~	~&~'KFS3381'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3382'~&~	~&~'KFS3382'~&~	~&~'1'~&~	~&~'KFS3382'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3383'~&~	~&~'KFS3383'~&~	~&~'1'~&~	~&~'KFS3383'~&~	~&~'STAFF'~&~	~&~'KO'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3384'~&~	~&~'KFS3384'~&~	~&~'1'~&~	~&~'KFS3384'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3385'~&~	~&~'KFS3385'~&~	~&~'1'~&~	~&~'KFS3385'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3386'~&~	~&~'KFS3386'~&~	~&~'1'~&~	~&~'KFS3386'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3387'~&~	~&~'KFS3387'~&~	~&~'1'~&~	~&~'KFS3387'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3388'~&~	~&~'KFS3388'~&~	~&~'1'~&~	~&~'KFS3388'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3389'~&~	~&~'KFS3389'~&~	~&~'1'~&~	~&~'KFS3389'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3390'~&~	~&~'KFS3390'~&~	~&~'1'~&~	~&~'KFS3390'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3391'~&~	~&~'KFS3391'~&~	~&~'1'~&~	~&~'KFS3391'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3392'~&~	~&~'KFS3392'~&~	~&~'1'~&~	~&~'KFS3392'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3393'~&~	~&~'KFS3393'~&~	~&~'1'~&~	~&~'KFS3393'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3394'~&~	~&~'KFS3394'~&~	~&~'1'~&~	~&~'KFS3394'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3395'~&~	~&~'KFS3395'~&~	~&~'1'~&~	~&~'KFS3395'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3396'~&~	~&~'KFS3396'~&~	~&~'1'~&~	~&~'KFS3396'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3397'~&~	~&~'KFS3397'~&~	~&~'1'~&~	~&~'KFS3397'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3398'~&~	~&~'KFS3398'~&~	~&~'1'~&~	~&~'KFS3398'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3399'~&~	~&~'KFS3399'~&~	~&~'1'~&~	~&~'KFS3399'~&~	~&~'STAFF'~&~	~&~'NW'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3400'~&~	~&~'KFS3400'~&~	~&~'1'~&~	~&~'KFS3400'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3401'~&~	~&~'KFS3401'~&~	~&~'1'~&~	~&~'KFS3401'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3402'~&~	~&~'KFS3402'~&~	~&~'1'~&~	~&~'KFS3402'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3403'~&~	~&~'KFS3403'~&~	~&~'1'~&~	~&~'KFS3403'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3404'~&~	~&~'KFS3404'~&~	~&~'1'~&~	~&~'KFS3404'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3405'~&~	~&~'KFS3405'~&~	~&~'1'~&~	~&~'KFS3405'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3406'~&~	~&~'KFS3406'~&~	~&~'1'~&~	~&~'KFS3406'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3407'~&~	~&~'KFS3407'~&~	~&~'1'~&~	~&~'KFS3407'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3408'~&~	~&~'KFS3408'~&~	~&~'1'~&~	~&~'KFS3408'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3409'~&~	~&~'KFS3409'~&~	~&~'1'~&~	~&~'KFS3409'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3410'~&~	~&~'KFS3410'~&~	~&~'1'~&~	~&~'KFS3410'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3411'~&~	~&~'KFS3411'~&~	~&~'1'~&~	~&~'KFS3411'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3412'~&~	~&~'KFS3412'~&~	~&~'1'~&~	~&~'KFS3412'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3413'~&~	~&~'KFS3413'~&~	~&~'1'~&~	~&~'KFS3413'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3414'~&~	~&~'KFS3414'~&~	~&~'1'~&~	~&~'KFS3414'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3415'~&~	~&~'KFS3415'~&~	~&~'1'~&~	~&~'KFS3415'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3416'~&~	~&~'KFS3416'~&~	~&~'1'~&~	~&~'KFS3416'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3417'~&~	~&~'KFS3417'~&~	~&~'1'~&~	~&~'KFS3417'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3418'~&~	~&~'KFS3418'~&~	~&~'1'~&~	~&~'KFS3418'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3419'~&~	~&~'KFS3419'~&~	~&~'1'~&~	~&~'KFS3419'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3420'~&~	~&~'KFS3420'~&~	~&~'1'~&~	~&~'KFS3420'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3421'~&~	~&~'KFS3421'~&~	~&~'1'~&~	~&~'KFS3421'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3422'~&~	~&~'KFS3422'~&~	~&~'1'~&~	~&~'KFS3422'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3423'~&~	~&~'KFS3423'~&~	~&~'1'~&~	~&~'KFS3423'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
