HEADER[~&~	~&~ENTITY_EMP_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENTITY_AFLTN_ID::VARCHAR~&~	~&~EMP_STAT_CD::VARCHAR~&~	~&~EMP_TYP_CD::VARCHAR~&~	~&~BASE_SLRY_AMT::DECIMAL~&~	~&~PRMRY_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~PRMRY_DEPT_CD::VARCHAR~&~	~&~EMP_ID::VARCHAR~&~	~&~EMP_REC_ID::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'KFS3273'~&~	~&~'KFS3273'~&~	~&~'1'~&~	~&~'KFS3273'~&~	~&~'KFS3273'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000096866'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3274'~&~	~&~'KFS3274'~&~	~&~'1'~&~	~&~'KFS3274'~&~	~&~'KFS3274'~&~	~&~'D'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000096968'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3275'~&~	~&~'KFS3275'~&~	~&~'1'~&~	~&~'KFS3275'~&~	~&~'KFS3275'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'KO-LIBR'~&~	~&~'0000097511'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3276'~&~	~&~'KFS3276'~&~	~&~'1'~&~	~&~'KFS3276'~&~	~&~'KFS3276'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0000097541'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3277'~&~	~&~'KFS3277'~&~	~&~'1'~&~	~&~'KFS3277'~&~	~&~'KFS3277'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-HIST'~&~	~&~'0000097604'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3278'~&~	~&~'KFS3278'~&~	~&~'1'~&~	~&~'KFS3278'~&~	~&~'KFS3278'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-LART'~&~	~&~'0000097610'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3279'~&~	~&~'KFS3279'~&~	~&~'1'~&~	~&~'KFS3279'~&~	~&~'KFS3279'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'KO-ACSP'~&~	~&~'0000097680'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3280'~&~	~&~'KFS3280'~&~	~&~'1'~&~	~&~'KFS3280'~&~	~&~'KFS3280'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-FMOP'~&~	~&~'0000097682'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3281'~&~	~&~'KFS3281'~&~	~&~'1'~&~	~&~'KFS3281'~&~	~&~'KFS3281'~&~	~&~'T'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0000097704'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3282'~&~	~&~'KFS3282'~&~	~&~'1'~&~	~&~'KFS3282'~&~	~&~'KFS3282'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000097729'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3283'~&~	~&~'KFS3283'~&~	~&~'1'~&~	~&~'KFS3283'~&~	~&~'KFS3283'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000097732'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3284'~&~	~&~'KFS3284'~&~	~&~'1'~&~	~&~'KFS3284'~&~	~&~'KFS3284'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SPMG'~&~	~&~'0000097740'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3285'~&~	~&~'KFS3285'~&~	~&~'1'~&~	~&~'KFS3285'~&~	~&~'KFS3285'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-VPAD'~&~	~&~'0000097763'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3286'~&~	~&~'KFS3286'~&~	~&~'1'~&~	~&~'KFS3286'~&~	~&~'KFS3286'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'KO-KO'~&~	~&~'0000097788'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3287'~&~	~&~'KFS3287'~&~	~&~'1'~&~	~&~'KFS3287'~&~	~&~'KFS3287'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'KO-CTSD'~&~	~&~'0000097922'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3288'~&~	~&~'KFS3288'~&~	~&~'1'~&~	~&~'KFS3288'~&~	~&~'KFS3288'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-TCEM'~&~	~&~'0000098077'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3289'~&~	~&~'KFS3289'~&~	~&~'1'~&~	~&~'KFS3289'~&~	~&~'KFS3289'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-RISK'~&~	~&~'0000098101'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3290'~&~	~&~'KFS3290'~&~	~&~'1'~&~	~&~'KFS3290'~&~	~&~'KFS3290'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-LAWL'~&~	~&~'0000098144'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3291'~&~	~&~'KFS3291'~&~	~&~'1'~&~	~&~'KFS3291'~&~	~&~'KFS3291'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-RISK'~&~	~&~'0000098234'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3292'~&~	~&~'KFS3292'~&~	~&~'1'~&~	~&~'KFS3292'~&~	~&~'KFS3292'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-DMOO'~&~	~&~'0000098284'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3293'~&~	~&~'KFS3293'~&~	~&~'1'~&~	~&~'KFS3293'~&~	~&~'KFS3293'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-MDCO'~&~	~&~'0000098460'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3294'~&~	~&~'KFS3294'~&~	~&~'1'~&~	~&~'KFS3294'~&~	~&~'KFS3294'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-NEUR'~&~	~&~'0000098538'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3295'~&~	~&~'KFS3295'~&~	~&~'1'~&~	~&~'KFS3295'~&~	~&~'KFS3295'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SE-CONF'~&~	~&~'0000098678'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3296'~&~	~&~'KFS3296'~&~	~&~'1'~&~	~&~'KFS3296'~&~	~&~'KFS3296'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-MUS'~&~	~&~'0000098859'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3297'~&~	~&~'KFS3297'~&~	~&~'1'~&~	~&~'KFS3297'~&~	~&~'KFS3297'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-GEOL'~&~	~&~'0000098864'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3298'~&~	~&~'KFS3298'~&~	~&~'1'~&~	~&~'KFS3298'~&~	~&~'KFS3298'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-FMOP'~&~	~&~'0000098865'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3299'~&~	~&~'KFS3299'~&~	~&~'1'~&~	~&~'KFS3299'~&~	~&~'KFS3299'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-CTED'~&~	~&~'0000098988'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3300'~&~	~&~'KFS3300'~&~	~&~'1'~&~	~&~'KFS3300'~&~	~&~'KFS3300'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-ACP'~&~	~&~'0000099046'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3301'~&~	~&~'KFS3301'~&~	~&~'1'~&~	~&~'KFS3301'~&~	~&~'KFS3301'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-PHED'~&~	~&~'0000099355'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3302'~&~	~&~'KFS3302'~&~	~&~'1'~&~	~&~'KFS3302'~&~	~&~'KFS3302'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-RMHO'~&~	~&~'0000099394'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3303'~&~	~&~'KFS3303'~&~	~&~'1'~&~	~&~'KFS3303'~&~	~&~'KFS3303'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SPEA'~&~	~&~'0000099418'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3304'~&~	~&~'KFS3304'~&~	~&~'1'~&~	~&~'KFS3304'~&~	~&~'KFS3304'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-MULT'~&~	~&~'0000099435'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3305'~&~	~&~'KFS3305'~&~	~&~'1'~&~	~&~'KFS3305'~&~	~&~'KFS3305'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-AAOA'~&~	~&~'0000099459'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3306'~&~	~&~'KFS3306'~&~	~&~'1'~&~	~&~'KFS3306'~&~	~&~'KFS3306'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-FMOP'~&~	~&~'0000099978'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3307'~&~	~&~'KFS3307'~&~	~&~'1'~&~	~&~'KFS3307'~&~	~&~'KFS3307'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000099997'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3308'~&~	~&~'KFS3308'~&~	~&~'1'~&~	~&~'KFS3308'~&~	~&~'KFS3308'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SE-CTSD'~&~	~&~'0000100034'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3309'~&~	~&~'KFS3309'~&~	~&~'1'~&~	~&~'KFS3309'~&~	~&~'KFS3309'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BUS'~&~	~&~'0000100077'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3310'~&~	~&~'KFS3310'~&~	~&~'1'~&~	~&~'KFS3310'~&~	~&~'KFS3310'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-CHEM'~&~	~&~'0000100165'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3311'~&~	~&~'KFS3311'~&~	~&~'1'~&~	~&~'KFS3311'~&~	~&~'KFS3311'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-MRES'~&~	~&~'0000100313'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3312'~&~	~&~'KFS3312'~&~	~&~'1'~&~	~&~'KFS3312'~&~	~&~'KFS3312'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PHYS'~&~	~&~'0000100482'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3313'~&~	~&~'KFS3313'~&~	~&~'1'~&~	~&~'KFS3313'~&~	~&~'KFS3313'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SOC'~&~	~&~'0000101078'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3314'~&~	~&~'KFS3314'~&~	~&~'1'~&~	~&~'KFS3314'~&~	~&~'KFS3314'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-HERR'~&~	~&~'0000101826'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3315'~&~	~&~'KFS3315'~&~	~&~'1'~&~	~&~'KFS3315'~&~	~&~'KFS3315'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-SBUE'~&~	~&~'0000102106'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3316'~&~	~&~'KFS3316'~&~	~&~'1'~&~	~&~'KFS3316'~&~	~&~'KFS3316'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000103609'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3317'~&~	~&~'KFS3317'~&~	~&~'1'~&~	~&~'KFS3317'~&~	~&~'KFS3317'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-PUR'~&~	~&~'0000103626'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3318'~&~	~&~'KFS3318'~&~	~&~'1'~&~	~&~'KFS3318'~&~	~&~'KFS3318'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-ANTH'~&~	~&~'0000103676'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3319'~&~	~&~'KFS3319'~&~	~&~'1'~&~	~&~'KFS3319'~&~	~&~'KFS3319'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-VPAD'~&~	~&~'0000103808'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3320'~&~	~&~'KFS3320'~&~	~&~'1'~&~	~&~'KFS3320'~&~	~&~'KFS3320'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-LIBR'~&~	~&~'0000103872'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3321'~&~	~&~'KFS3321'~&~	~&~'1'~&~	~&~'KFS3321'~&~	~&~'KFS3321'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-PHED'~&~	~&~'0000103883'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3322'~&~	~&~'KFS3322'~&~	~&~'1'~&~	~&~'KFS3322'~&~	~&~'KFS3322'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-ANAT'~&~	~&~'0000103916'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3323'~&~	~&~'KFS3323'~&~	~&~'1'~&~	~&~'KFS3323'~&~	~&~'KFS3323'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-ALUM'~&~	~&~'0000103931'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3324'~&~	~&~'KFS3324'~&~	~&~'1'~&~	~&~'KFS3324'~&~	~&~'KFS3324'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PL'~&~	~&~'0000104006'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3325'~&~	~&~'KFS3325'~&~	~&~'1'~&~	~&~'KFS3325'~&~	~&~'KFS3325'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-TREA'~&~	~&~'0000104336'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3326'~&~	~&~'KFS3326'~&~	~&~'1'~&~	~&~'KFS3326'~&~	~&~'KFS3326'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'NW-REG'~&~	~&~'0000104464'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3327'~&~	~&~'KFS3327'~&~	~&~'1'~&~	~&~'KFS3327'~&~	~&~'KFS3327'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-ENGT'~&~	~&~'0000104681'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3328'~&~	~&~'KFS3328'~&~	~&~'1'~&~	~&~'KFS3328'~&~	~&~'KFS3328'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-INTP'~&~	~&~'0000104722'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3329'~&~	~&~'KFS3329'~&~	~&~'1'~&~	~&~'KFS3329'~&~	~&~'KFS3329'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000104760'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3330'~&~	~&~'KFS3330'~&~	~&~'1'~&~	~&~'KFS3330'~&~	~&~'KFS3330'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-IIDC'~&~	~&~'0000104797'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3331'~&~	~&~'KFS3331'~&~	~&~'1'~&~	~&~'KFS3331'~&~	~&~'KFS3331'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SPAN'~&~	~&~'0000104815'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3332'~&~	~&~'KFS3332'~&~	~&~'1'~&~	~&~'KFS3332'~&~	~&~'KFS3332'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-VPAD'~&~	~&~'0000105079'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3333'~&~	~&~'KFS3333'~&~	~&~'1'~&~	~&~'KFS3333'~&~	~&~'KFS3333'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-DMAN'~&~	~&~'0000105313'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3334'~&~	~&~'KFS3334'~&~	~&~'1'~&~	~&~'KFS3334'~&~	~&~'KFS3334'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-ENGT'~&~	~&~'0000105411'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3335'~&~	~&~'KFS3335'~&~	~&~'1'~&~	~&~'KFS3335'~&~	~&~'KFS3335'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-INTS'~&~	~&~'0000105777'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3336'~&~	~&~'KFS3336'~&~	~&~'1'~&~	~&~'KFS3336'~&~	~&~'KFS3336'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000105784'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3337'~&~	~&~'KFS3337'~&~	~&~'1'~&~	~&~'KFS3337'~&~	~&~'KFS3337'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-DFAC'~&~	~&~'0000105978'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3338'~&~	~&~'KFS3338'~&~	~&~'1'~&~	~&~'KFS3338'~&~	~&~'KFS3338'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BA-IDS'~&~	~&~'0000106067'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3339'~&~	~&~'KFS3339'~&~	~&~'1'~&~	~&~'KFS3339'~&~	~&~'KFS3339'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-HIST'~&~	~&~'0000106068'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3340'~&~	~&~'KFS3340'~&~	~&~'1'~&~	~&~'KFS3340'~&~	~&~'KFS3340'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-AFRO'~&~	~&~'0000106073'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3341'~&~	~&~'KFS3341'~&~	~&~'1'~&~	~&~'KFS3341'~&~	~&~'KFS3341'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-RUAD'~&~	~&~'0000106083'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3342'~&~	~&~'KFS3342'~&~	~&~'1'~&~	~&~'KFS3342'~&~	~&~'KFS3342'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-RESG'~&~	~&~'0000106162'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3343'~&~	~&~'KFS3343'~&~	~&~'1'~&~	~&~'KFS3343'~&~	~&~'KFS3343'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-ENGT'~&~	~&~'0000106602'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3344'~&~	~&~'KFS3344'~&~	~&~'1'~&~	~&~'KFS3344'~&~	~&~'KFS3344'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-FAID'~&~	~&~'0000106784'~&~	~&~'1'~&~	~&~]RECORD
