HEADER[~&~	~&~PRNCPL_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PRNCPL_NM::VARCHAR~&~	~&~ENTITY_ID::VARCHAR~&~	~&~PRNCPL_PSWD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'3599704520'~&~	~&~'KFS3599704520'~&~	~&~'1'~&~	~&~'wyalfred'~&~	~&~'KFS4007'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3600407439'~&~	~&~'KFS3600407439'~&~	~&~'1'~&~	~&~'mayotte'~&~	~&~'KFS2871'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3601403206'~&~	~&~'KFS3601403206'~&~	~&~'1'~&~	~&~'moffitt'~&~	~&~'KFS1117'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3606307807'~&~	~&~'KFS3606307807'~&~	~&~'1'~&~	~&~'lzperdom'~&~	~&~'KFS3607'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3608607904'~&~	~&~'KFS3608607904'~&~	~&~'1'~&~	~&~'egorton'~&~	~&~'KFS2847'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3608700794'~&~	~&~'KFS3608700794'~&~	~&~'1'~&~	~&~'pzbentle'~&~	~&~'KFS3086'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3610405811'~&~	~&~'KFS3610405811'~&~	~&~'1'~&~	~&~'lznewson'~&~	~&~'KFS3089'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3611800101'~&~	~&~'KFS3611800101'~&~	~&~'1'~&~	~&~'myers'~&~	~&~'KFS2646'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3613806482'~&~	~&~'KFS3613806482'~&~	~&~'1'~&~	~&~'tlander'~&~	~&~'KFS3097'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3616406417'~&~	~&~'KFS3616406417'~&~	~&~'1'~&~	~&~'wtolenti'~&~	~&~'KFS3209'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3620801617'~&~	~&~'KFS3620801617'~&~	~&~'1'~&~	~&~'lzham'~&~	~&~'KFS3482'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3622007882'~&~	~&~'KFS3622007882'~&~	~&~'1'~&~	~&~'gnightin'~&~	~&~'KFS3027'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3629509166'~&~	~&~'KFS3629509166'~&~	~&~'1'~&~	~&~'rzalvis'~&~	~&~'KFS2856'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3639507871'~&~	~&~'KFS3639507871'~&~	~&~'1'~&~	~&~'dzsherwi'~&~	~&~'KFS2915'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3642904880'~&~	~&~'KFS3642904880'~&~	~&~'1'~&~	~&~'cottle'~&~	~&~'KFS1676'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3644105427'~&~	~&~'KFS3644105427'~&~	~&~'1'~&~	~&~'tzwestco'~&~	~&~'KFS2751'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3645101596'~&~	~&~'KFS3645101596'~&~	~&~'1'~&~	~&~'azcody'~&~	~&~'KFS3699'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3645307585'~&~	~&~'KFS3645307585'~&~	~&~'1'~&~	~&~'bpalladi'~&~	~&~'KFS1054'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3649600016'~&~	~&~'KFS3649600016'~&~	~&~'1'~&~	~&~'emartin'~&~	~&~'KFS1099'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3651402735'~&~	~&~'KFS3651402735'~&~	~&~'1'~&~	~&~'lmilam'~&~	~&~'KFS3214'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3653901689'~&~	~&~'KFS3653901689'~&~	~&~'1'~&~	~&~'rhackett'~&~	~&~'KFS3450'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3662109584'~&~	~&~'KFS3662109584'~&~	~&~'1'~&~	~&~'dzcrowl'~&~	~&~'KFS3978'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3666809498'~&~	~&~'KFS3666809498'~&~	~&~'1'~&~	~&~'bswallow'~&~	~&~'KFS3572'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3670600494'~&~	~&~'KFS3670600494'~&~	~&~'1'~&~	~&~'mcguire'~&~	~&~'KFS2841'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3673205053'~&~	~&~'KFS3673205053'~&~	~&~'1'~&~	~&~'czleech'~&~	~&~'KFS3568'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3674600205'~&~	~&~'KFS3674600205'~&~	~&~'1'~&~	~&~'mzcarr'~&~	~&~'KFS3328'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3679505261'~&~	~&~'KFS3679505261'~&~	~&~'1'~&~	~&~'gpickle'~&~	~&~'KFS3123'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3681205703'~&~	~&~'KFS3681205703'~&~	~&~'1'~&~	~&~'rlheureu'~&~	~&~'KFS3664'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3682507451'~&~	~&~'KFS3682507451'~&~	~&~'1'~&~	~&~'rzstotts'~&~	~&~'KFS3345'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3686309824'~&~	~&~'KFS3686309824'~&~	~&~'1'~&~	~&~'ezhoyos'~&~	~&~'KFS3264'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3687005124'~&~	~&~'KFS3687005124'~&~	~&~'1'~&~	~&~'dzhotchk'~&~	~&~'KFS3755'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3687302674'~&~	~&~'KFS3687302674'~&~	~&~'1'~&~	~&~'lzrobins'~&~	~&~'KFS2651'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3691001925'~&~	~&~'KFS3691001925'~&~	~&~'1'~&~	~&~'hutton'~&~	~&~'KFS1165'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3691201748'~&~	~&~'KFS3691201748'~&~	~&~'1'~&~	~&~'lstaton'~&~	~&~'KFS3663'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3695405816'~&~	~&~'KFS3695405816'~&~	~&~'1'~&~	~&~'ozmalave'~&~	~&~'KFS3713'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3696203424'~&~	~&~'KFS3696203424'~&~	~&~'1'~&~	~&~'fcooks'~&~	~&~'KFS3306'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3701402014'~&~	~&~'KFS3701402014'~&~	~&~'1'~&~	~&~'baedmond'~&~	~&~'KFS3649'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3705304927'~&~	~&~'KFS3705304927'~&~	~&~'1'~&~	~&~'mcgough'~&~	~&~'KFS2657'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3709601315'~&~	~&~'KFS3709601315'~&~	~&~'1'~&~	~&~'datomlin'~&~	~&~'KFS2963'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3712704766'~&~	~&~'KFS3712704766'~&~	~&~'1'~&~	~&~'eseale'~&~	~&~'KFS3677'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3716609036'~&~	~&~'KFS3716609036'~&~	~&~'1'~&~	~&~'leaddy'~&~	~&~'KFS3152'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3723004024'~&~	~&~'KFS3723004024'~&~	~&~'1'~&~	~&~'jahoman'~&~	~&~'KFS3320'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3728902353'~&~	~&~'KFS3728902353'~&~	~&~'1'~&~	~&~'vagaskin'~&~	~&~'KFS2964'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3729104499'~&~	~&~'KFS3729104499'~&~	~&~'1'~&~	~&~'taguess'~&~	~&~'KFS3988'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3730600771'~&~	~&~'KFS3730600771'~&~	~&~'1'~&~	~&~'mbarry'~&~	~&~'KFS2972'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3736602747'~&~	~&~'KFS3736602747'~&~	~&~'1'~&~	~&~'noland'~&~	~&~'KFS1067'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3736906932'~&~	~&~'KFS3736906932'~&~	~&~'1'~&~	~&~'berkley'~&~	~&~'KFS2753'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3738303291'~&~	~&~'KFS3738303291'~&~	~&~'1'~&~	~&~'easigler'~&~	~&~'KFS1095'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3744107105'~&~	~&~'KFS3744107105'~&~	~&~'1'~&~	~&~'saburdin'~&~	~&~'KFS3640'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3746100822'~&~	~&~'KFS3746100822'~&~	~&~'1'~&~	~&~'cstout'~&~	~&~'KFS3275'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3749301116'~&~	~&~'KFS3749301116'~&~	~&~'1'~&~	~&~'mastarr'~&~	~&~'KFS3956'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3756607704'~&~	~&~'KFS3756607704'~&~	~&~'1'~&~	~&~'caalbin'~&~	~&~'KFS3692'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3759708455'~&~	~&~'KFS3759708455'~&~	~&~'1'~&~	~&~'samontei'~&~	~&~'KFS3874'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3760709409'~&~	~&~'KFS3760709409'~&~	~&~'1'~&~	~&~'bapesce'~&~	~&~'KFS3637'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3767304426'~&~	~&~'KFS3767304426'~&~	~&~'1'~&~	~&~'scowles'~&~	~&~'KFS3958'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3771303577'~&~	~&~'KFS3771303577'~&~	~&~'1'~&~	~&~'rginn'~&~	~&~'KFS3220'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3771403079'~&~	~&~'KFS3771403079'~&~	~&~'1'~&~	~&~'vputman'~&~	~&~'KFS3047'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3776005327'~&~	~&~'KFS3776005327'~&~	~&~'1'~&~	~&~'shoemake'~&~	~&~'KFS2695'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3784207466'~&~	~&~'KFS3784207466'~&~	~&~'1'~&~	~&~'daparadi'~&~	~&~'KFS3992'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3787609893'~&~	~&~'KFS3787609893'~&~	~&~'1'~&~	~&~'easwart'~&~	~&~'KFS3225'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3792801722'~&~	~&~'KFS3792801722'~&~	~&~'1'~&~	~&~'bynum'~&~	~&~'KFS2816'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3795206649'~&~	~&~'KFS3795206649'~&~	~&~'1'~&~	~&~'gailey'~&~	~&~'KFS1625'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3803402449'~&~	~&~'KFS3803402449'~&~	~&~'1'~&~	~&~'raiken'~&~	~&~'KFS1705'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3805505298'~&~	~&~'KFS3805505298'~&~	~&~'1'~&~	~&~'dbpilkin'~&~	~&~'KFS3135'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3808900136'~&~	~&~'KFS3808900136'~&~	~&~'1'~&~	~&~'jmorales'~&~	~&~'KFS3369'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3826400961'~&~	~&~'KFS3826400961'~&~	~&~'1'~&~	~&~'gfinch'~&~	~&~'KFS3902'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3826406131'~&~	~&~'KFS3826406131'~&~	~&~'1'~&~	~&~'cravens'~&~	~&~'KFS1111'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3830700232'~&~	~&~'KFS3830700232'~&~	~&~'1'~&~	~&~'sreid'~&~	~&~'KFS3389'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3831904949'~&~	~&~'KFS3831904949'~&~	~&~'1'~&~	~&~'banner'~&~	~&~'KFS2588'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3846208193'~&~	~&~'KFS3846208193'~&~	~&~'1'~&~	~&~'dherod'~&~	~&~'KFS3059'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3849809601'~&~	~&~'KFS3849809601'~&~	~&~'1'~&~	~&~'jbbitner'~&~	~&~'KFS3402'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3851306848'~&~	~&~'KFS3851306848'~&~	~&~'1'~&~	~&~'apare'~&~	~&~'KFS2956'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3851402102'~&~	~&~'KFS3851402102'~&~	~&~'1'~&~	~&~'frly'~&~	~&~'KFS3159'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3852804492'~&~	~&~'KFS3852804492'~&~	~&~'1'~&~	~&~'cbmarcha'~&~	~&~'KFS3704'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3862706178'~&~	~&~'KFS3862706178'~&~	~&~'1'~&~	~&~'ghaynie'~&~	~&~'KFS3955'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3870804190'~&~	~&~'KFS3870804190'~&~	~&~'1'~&~	~&~'lshore'~&~	~&~'KFS3265'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3872108083'~&~	~&~'KFS3872108083'~&~	~&~'1'~&~	~&~'rbaillar'~&~	~&~'KFS3771'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3876307842'~&~	~&~'KFS3876307842'~&~	~&~'1'~&~	~&~'dunson'~&~	~&~'KFS1064'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3879106523'~&~	~&~'KFS3879106523'~&~	~&~'1'~&~	~&~'rringer'~&~	~&~'KFS3432'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3880605325'~&~	~&~'KFS3880605325'~&~	~&~'1'~&~	~&~'nbtetrea'~&~	~&~'KFS3427'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3882609863'~&~	~&~'KFS3882609863'~&~	~&~'1'~&~	~&~'rboyes'~&~	~&~'KFS3185'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3889504703'~&~	~&~'KFS3889504703'~&~	~&~'1'~&~	~&~'jaraujo'~&~	~&~'KFS3468'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3892107556'~&~	~&~'KFS3892107556'~&~	~&~'1'~&~	~&~'kbaubin'~&~	~&~'KFS3324'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3895100501'~&~	~&~'KFS3895100501'~&~	~&~'1'~&~	~&~'kbwilcox'~&~	~&~'KFS4045'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3898405507'~&~	~&~'KFS3898405507'~&~	~&~'1'~&~	~&~'byler'~&~	~&~'KFS1011'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3903903307'~&~	~&~'KFS3903903307'~&~	~&~'1'~&~	~&~'dcmercie'~&~	~&~'KFS3975'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3907601072'~&~	~&~'KFS3907601072'~&~	~&~'1'~&~	~&~'idailey'~&~	~&~'KFS3605'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3908907565'~&~	~&~'KFS3908907565'~&~	~&~'1'~&~	~&~'jviolett'~&~	~&~'KFS3428'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3909303174'~&~	~&~'KFS3909303174'~&~	~&~'1'~&~	~&~'pcpeek'~&~	~&~'KFS3779'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3909803874'~&~	~&~'KFS3909803874'~&~	~&~'1'~&~	~&~'lcmccaff'~&~	~&~'KFS3377'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3909900391'~&~	~&~'KFS3909900391'~&~	~&~'1'~&~	~&~'ehodges'~&~	~&~'KFS2935'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3910806448'~&~	~&~'KFS3910806448'~&~	~&~'1'~&~	~&~'tcolucci'~&~	~&~'KFS3559'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3918606779'~&~	~&~'KFS3918606779'~&~	~&~'1'~&~	~&~'hutter'~&~	~&~'KFS3532'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3919002203'~&~	~&~'KFS3919002203'~&~	~&~'1'~&~	~&~'ypeachey'~&~	~&~'KFS2566'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3925405955'~&~	~&~'KFS3925405955'~&~	~&~'1'~&~	~&~'infante'~&~	~&~'KFS1143'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3933407724'~&~	~&~'KFS3933407724'~&~	~&~'1'~&~	~&~'mschram'~&~	~&~'KFS3508'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3933904788'~&~	~&~'KFS3933904788'~&~	~&~'1'~&~	~&~'scboyett'~&~	~&~'KFS3636'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3935505190'~&~	~&~'KFS3935505190'~&~	~&~'1'~&~	~&~'kclarrab'~&~	~&~'KFS2550'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3936306076'~&~	~&~'KFS3936306076'~&~	~&~'1'~&~	~&~'jckahler'~&~	~&~'KFS1010'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3939002115'~&~	~&~'KFS3939002115'~&~	~&~'1'~&~	~&~'flaherty'~&~	~&~'KFS1027'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3940305045'~&~	~&~'KFS3940305045'~&~	~&~'1'~&~	~&~'kereel'~&~	~&~'KFS3786'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'KFS3949401795'~&~	~&~'1'~&~	~&~'ocmcnall'~&~	~&~'KFS3139'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3953901363'~&~	~&~'KFS3953901363'~&~	~&~'1'~&~	~&~'tmcclend'~&~	~&~'KFS3012'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3954101482'~&~	~&~'KFS3954101482'~&~	~&~'1'~&~	~&~'egleason'~&~	~&~'KFS3292'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3962607660'~&~	~&~'KFS3962607660'~&~	~&~'1'~&~	~&~'lnevins'~&~	~&~'KFS3260'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3962709804'~&~	~&~'KFS3962709804'~&~	~&~'1'~&~	~&~'mariani'~&~	~&~'KFS2549'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3973007125'~&~	~&~'KFS3973007125'~&~	~&~'1'~&~	~&~'ncsipple'~&~	~&~'KFS3327'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3973303170'~&~	~&~'KFS3973303170'~&~	~&~'1'~&~	~&~'taranda'~&~	~&~'KFS3160'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'3998400688'~&~	~&~'KFS3998400688'~&~	~&~'1'~&~	~&~'echouse'~&~	~&~'KFS2970'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4004609468'~&~	~&~'KFS4004609468'~&~	~&~'1'~&~	~&~'cdbookma'~&~	~&~'KFS3118'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4012108265'~&~	~&~'KFS4012108265'~&~	~&~'1'~&~	~&~'joneves'~&~	~&~'KFS3230'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4021000393'~&~	~&~'KFS4021000393'~&~	~&~'1'~&~	~&~'econner'~&~	~&~'KFS3392'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4025604325'~&~	~&~'KFS4025604325'~&~	~&~'1'~&~	~&~'maramsay'~&~	~&~'KFS3863'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4025604960'~&~	~&~'KFS4025604960'~&~	~&~'1'~&~	~&~'michels'~&~	~&~'KFS1072'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4032804674'~&~	~&~'KFS4032804674'~&~	~&~'1'~&~	~&~'chew'~&~	~&~'KFS1003'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4034202067'~&~	~&~'KFS4034202067'~&~	~&~'1'~&~	~&~'kregan'~&~	~&~'KFS3551'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4035300327'~&~	~&~'KFS4035300327'~&~	~&~'1'~&~	~&~'fdramsey'~&~	~&~'KFS2612'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4039709776'~&~	~&~'KFS4039709776'~&~	~&~'1'~&~	~&~'bruben'~&~	~&~'KFS3084'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4040409372'~&~	~&~'KFS4040409372'~&~	~&~'1'~&~	~&~'jdyim'~&~	~&~'KFS3689'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'4040902117'~&~	~&~'KFS4040902117'~&~	~&~'1'~&~	~&~'eddoe'~&~	~&~'KFS3452'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
