HEADER[~&~	~&~POSITION_NBR::VARCHAR~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_EFFDT::TIMESTAMP~&~	~&~POS_EFF_STATUS::VARCHAR~&~	~&~POSN_STATUS::VARCHAR~&~	~&~BUDGETED_POSN::VARCHAR~&~	~&~CONFIDENTIAL_POSN::VARCHAR~&~	~&~POS_STD_HRS_DFLT::DECIMAL~&~	~&~POS_REG_TEMP::VARCHAR~&~	~&~POS_FTE::DECIMAL~&~	~&~IU_NORM_WORK_MONTHS::DECIMAL~&~	~&~IU_PAY_MONTHS::DECIMAL~&~	~&~POS_DESCR::VARCHAR~&~	~&~SETID_DEPT::VARCHAR~&~	~&~POS_DEPTID::VARCHAR~&~	~&~RC_CD::VARCHAR~&~	~&~POS_UNION_CD::VARCHAR~&~	~&~POS_SAL_PLAN_DFLT::VARCHAR~&~	~&~POS_GRADE_DFLT::VARCHAR~&~	~&~SETID_JOBCODE::VARCHAR~&~	~&~JOBCODE::VARCHAR~&~	~&~JBCD_DESCR::VARCHAR~&~	~&~SETID_SALARY::VARCHAR~&~	~&~IU_DFLT_OBJ_CD::VARCHAR~&~	~&~IU_POSITION_TYPE::VARCHAR~&~	~&~POS_LOCK_USR_ID::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'00013642'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-ARSD'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00013674'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00013842'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00014462'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00014644'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00014789'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00014806'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00014986'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00015122'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00015209'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00015213'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00015281'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00015441'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00016117'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00016150'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00016310'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00016324'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00016473'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00016603'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00016955'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00017008'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00017031'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00017098'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00017149'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00017313'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00017659'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00017884'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00018034'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00018053'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00018526'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00018590'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00018785'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019192'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019196'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019261'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019694'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019760'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019811'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019967'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00019971'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00020178'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00020179'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
