HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~ORG_FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FUND_GRP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~INC_EXP_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACLN_ANNL_BAL_AMT::DECIMAL~&~	~&~FIN_BEG_BAL_LN_AMT::DECIMAL~&~	~&~SUB_FUND_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331405'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'58001.00'~&~	~&~'58000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331405'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'58001.00'~&~	~&~'58000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331412'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'40098.00'~&~	~&~'40097.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331412'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'40098.00'~&~	~&~'40097.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331415'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'12001.00'~&~	~&~'12000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331415'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'12001.00'~&~	~&~'12000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331420'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'36501.00'~&~	~&~'36500.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331420'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'36501.00'~&~	~&~'36500.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331440'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'14401.00'~&~	~&~'14400.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331440'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'14401.00'~&~	~&~'14400.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331450'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'28001.00'~&~	~&~'28000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331450'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'28001.00'~&~	~&~'28000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331460'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'44762.00'~&~	~&~'44761.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331460'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'44762.00'~&~	~&~'44761.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331473'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'32001.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331473'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'32001.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331474'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'10001.00'~&~	~&~'10000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331474'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'10001.00'~&~	~&~'10000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331475'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'93001.00'~&~	~&~'93000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331475'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'93001.00'~&~	~&~'93000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331491'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'32001.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DOFDS'~&~	~&~'2331491'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'32001.00'~&~	~&~'32000.00'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'GF'~&~	~&~'GENFND'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'7999670.00'~&~	~&~'7618516.00'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'RF'~&~	~&~'ROFDS'~&~	~&~'2931476'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'63000.00'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'RF'~&~	~&~'ROFDS'~&~	~&~'2931476'~&~	~&~'-----'~&~	~&~'E'~&~	~&~'1'~&~	~&~'25368.00'~&~	~&~'63000.00'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'RF'~&~	~&~'ROFDS'~&~	~&~'2931476'~&~	~&~'-----'~&~	~&~'T'~&~	~&~'1'~&~	~&~'-25368.00'~&~	~&~'0.00'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'RF'~&~	~&~'ROFDS'~&~	~&~'2931476'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'63000.00'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'3185795.00'~&~	~&~'3185794.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'3185795.00'~&~	~&~'3185794.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'2066452.00'~&~	~&~'1968000.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'2067033.00'~&~	~&~'1968000.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'3185794.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044900'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'3185794.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'1968000.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BA'~&~	~&~'AE'~&~	~&~'AUXENT'~&~	~&~'6044906'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'1968000.00'~&~	~&~'20'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERA'~&~	~&~'4631640'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERB'~&~	~&~'4631304'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERB'~&~	~&~'4631681'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERB'~&~	~&~'4631692'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERB'~&~	~&~'4631695'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERC'~&~	~&~'4631625'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERC'~&~	~&~'4631646'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERC'~&~	~&~'4631653'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERC'~&~	~&~'4631672'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERE'~&~	~&~'4631301'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERE'~&~	~&~'4631674'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERE'~&~	~&~'4631680'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERE'~&~	~&~'4631683'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERE'~&~	~&~'4631684'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERE'~&~	~&~'4631685'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERE'~&~	~&~'4631686'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERF'~&~	~&~'4331301'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERJ'~&~	~&~'4631303'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERJ'~&~	~&~'4631629'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERJ'~&~	~&~'4631638'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERJ'~&~	~&~'4631645'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERJ'~&~	~&~'4631648'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERJ'~&~	~&~'4631669'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERK'~&~	~&~'4231400'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FEDERP'~&~	~&~'4831402'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FOUNDF'~&~	~&~'4431425'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FOUNDF'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FOUNDF'~&~	~&~'5431400'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FOUNDF'~&~	~&~'5431400'~&~	~&~'ADMIN'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FOUNDF'~&~	~&~'5431400'~&~	~&~'DERUY'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FOUNDF'~&~	~&~'5431400'~&~	~&~'DIMAR'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'FOUNDF'~&~	~&~'5431400'~&~	~&~'STOUT'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'HIEDUM'~&~	~&~'4031446'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'HIEDUP'~&~	~&~'4031301'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'HIEDUP'~&~	~&~'4031443'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'NONPRA'~&~	~&~'4131407'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'18'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'CG'~&~	~&~'NONPRP'~&~	~&~'4131414'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'18'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211101'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211101'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211102'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211102'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211103'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211103'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211104'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211104'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211105'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
