HEADER[~&~	~&~CUST_NBR::VARCHAR~&~	~&~CUST_ADDR_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CUST_ADDR_NM::VARCHAR~&~	~&~CUST_LINE_1_ADDR::VARCHAR~&~	~&~CUST_LINE_2_ADDR::VARCHAR~&~	~&~CUST_CITY_NM::VARCHAR~&~	~&~CUST_STATE_CD::VARCHAR~&~	~&~CUST_ZIP_CD::VARCHAR~&~	~&~CUST_CNTRY_CD::VARCHAR~&~	~&~CUST_ADDR_INTL_PROV_NM::VARCHAR~&~	~&~CUST_INTL_MAIL_CD::VARCHAR~&~	~&~CUST_EMAIL_ADDR::VARCHAR~&~	~&~CUST_ADDR_TYPE_CD::VARCHAR~&~	~&~CUST_ADDR_END_DT::TIMESTAMP~&~	~&~INV_TMPLT_CD::VARCHAR~&~	~&~COPIES_TO_PRINT_QTY::DECIMAL~&~	~&~INV_TRNS_MTHD_CD::VARCHAR~&~	~&~ENV_TO_PRINT_QTY::DECIMAL~&~	~&~]HEADER
RECORD[~&~	~&~'IND2923'~&~	~&~'2594'~&~	~&~'48A7ED7FBF1EFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100112 MAIN STREET'~&~	~&~'SUITE 64M'~&~	~&~'INDIANAPOLIS,'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2595'~&~	~&~'48A7ED7FBF1FFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100113 MAIN STREET'~&~	~&~'SUITE 65M'~&~	~&~'INDIANAPOLIS,'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2596'~&~	~&~'48A7ED7FBF20FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100114 MAIN STREET'~&~	~&~'SUITE 66M'~&~	~&~'INDIANAPOLIS,'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2597'~&~	~&~'48A7ED7FBF21FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100115 MAIN STREET'~&~	~&~'SUITE 67M'~&~	~&~'INDIANAPOLIS,'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2598'~&~	~&~'48A7ED7FBF22FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100116 MAIN STREET'~&~	~&~'SUITE 68M'~&~	~&~'INDIANAPOLIS,'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2599'~&~	~&~'48A7ED7FBF23FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100117 MAIN STREET'~&~	~&~'SUITE 69M'~&~	~&~'INDIANAPOLIS,'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2600'~&~	~&~'48A7ED7FBF24FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100118 MAIN STREET'~&~	~&~'SUITE 70M'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2601'~&~	~&~'48A7ED7FBF25FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100119 MAIN STREET'~&~	~&~'SUITE 71M'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2602'~&~	~&~'48A7ED7FBF26FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100120 MAIN STREET'~&~	~&~NULL~&~	~&~'CAMPUS MAIL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2603'~&~	~&~'48A7ED7FBF27FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100121 MAIN STREET'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2604'~&~	~&~'48A7ED7FBF28FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100122 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46204'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2605'~&~	~&~'48A7ED7FBF29FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100123 MAIN STREET'~&~	~&~'PO BOX 72M'~&~	~&~'INDIANAPOLIS,'~&~	~&~'IN'~&~	~&~'46204'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2606'~&~	~&~'48A7ED7FBF2AFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100124 MAIN STREET'~&~	~&~'SUITE 73M'~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-1006'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2607'~&~	~&~'48A7ED7FBF2BFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100125 MAIN STREET'~&~	~&~'SUITE 74M'~&~	~&~'IUPUI INDIANAPOLIS'~&~	~&~NULL~&~	~&~NULL~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2608'~&~	~&~'48A7ED7FBF2CFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100126 MAIN STREET'~&~	~&~'SUITE 75M'~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'4622'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2609'~&~	~&~'48A7ED7FBF2DFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100127 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46204'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2610'~&~	~&~'48A7ED7FBF2EFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100128 MAIN STREET'~&~	~&~'BY-PASS 76M'~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~NULL~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2611'~&~	~&~'48A7ED7FBF2FFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100129 MAIN STREET'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2612'~&~	~&~'48A7ED7FBF30FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100130 MAIN STREET'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47402'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2613'~&~	~&~'48A7ED7FBF31FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100131 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2614'~&~	~&~'48A7ED7FBF32FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100132 MAIN STREET'~&~	~&~'SUITE 77M'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2615'~&~	~&~'48A7ED7FBF33FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100133 MAIN STREET'~&~	~&~'SUITE 78M'~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2616'~&~	~&~'48A7ED7FBF34FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100134 MAIN STREET'~&~	~&~NULL~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2617'~&~	~&~'48A7ED7FBF35FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100135 MAIN STREET'~&~	~&~NULL~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'46634'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2618'~&~	~&~'48A7ED7FBF36FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100136 MAIN STREET'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2619'~&~	~&~'48A7ED7FBF37FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100137 MAIN STREET'~&~	~&~NULL~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2620'~&~	~&~'48A7ED7FBF38FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100138 MAIN STREET'~&~	~&~NULL~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'46634-7111'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2621'~&~	~&~'48A7ED7FBF39FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100139 MAIN STREET'~&~	~&~NULL~&~	~&~'SOUTH BEND CAMPUS'~&~	~&~'IN'~&~	~&~'00000'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2622'~&~	~&~'48A7ED7FBF3AFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100140 MAIN STREET'~&~	~&~'SUITE 79M'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2623'~&~	~&~'48A7ED7FBF3BFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100141 MAIN STREET'~&~	~&~'PO BOX 80M'~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'466347111'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2624'~&~	~&~'48A7ED7FBF3CFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100142 MAIN STREET'~&~	~&~NULL~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2625'~&~	~&~'48A7ED7FBF3DFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100143 MAIN STREET'~&~	~&~'SUITE 81M'~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'46615'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2626'~&~	~&~'48A7ED7FBF3EFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100144 MAIN STREET'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2627'~&~	~&~'48A7ED7FBF5DFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100175 MAIN STREET'~&~	~&~'SUITE 97M'~&~	~&~'SOUTH BEND CAMPUS'~&~	~&~'IN'~&~	~&~'46634'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2628'~&~	~&~'48A7ED7FBF62FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100180 MAIN STREET'~&~	~&~'SUITE 100M'~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2629'~&~	~&~'48A7ED7FBF65FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100183 MAIN STREET'~&~	~&~'SUITE 102M'~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2630'~&~	~&~'48A7ED7FBF6CFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100190 MAIN STREET'~&~	~&~'SUITE 106M'~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2631'~&~	~&~'48A7ED7FBF6DFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100191 MAIN STREET'~&~	~&~'SUITE 107M'~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2632'~&~	~&~'48A7ED7FBF77FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100201 MAIN STREET'~&~	~&~'SUITE 112M'~&~	~&~'NEW ALBANY'~&~	~&~'IN'~&~	~&~'47150'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2633'~&~	~&~'48A7ED7FBF7CFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100206 MAIN STREET'~&~	~&~'SUITE 114M'~&~	~&~'INDPLS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2634'~&~	~&~'48A7ED7FBF88FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100218 MAIN STREET'~&~	~&~'SUITE 122M'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46204'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2635'~&~	~&~'48A7ED7FBF89FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100219 MAIN STREET'~&~	~&~'SUITE 123M'~&~	~&~'CAMPUS MAIL'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2636'~&~	~&~'48A7ED7FBF8BFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100221 MAIN STREET'~&~	~&~'ROOM 124M'~&~	~&~'SOUTH BEND CAMPUS'~&~	~&~'IN'~&~	~&~'466347111'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2637'~&~	~&~'48A7ED7FBF8CFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100222 MAIN STREET'~&~	~&~'ROOM 125M'~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'4663471111'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2638'~&~	~&~'48A7ED7FBF92FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100228 MAIN STREET'~&~	~&~NULL~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'46634'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2639'~&~	~&~'48A7ED7FBF94FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100230 MAIN STREET'~&~	~&~'SUITE 129M'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2640'~&~	~&~'48A7ED7FBF9CFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100238 MAIN STREET'~&~	~&~'SUITE 134M'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'IND2923'~&~	~&~'2641'~&~	~&~'48A7ED7FBF9DFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MARTIN FOUNDATION'~&~	~&~'100239 MAIN STREET'~&~	~&~'SUITE 135M'~&~	~&~'INDIANAPOLIS CAMPUS'~&~	~&~'IN'~&~	~&~'46202'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
