HEADER[~&~	~&~CGPRPSL_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~FNL_BILLED_IND::VARCHAR~&~	~&~CURR_LST_BILLED_DT::TIMESTAMP~&~	~&~PREV_LST_BILLED_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'42066'~&~	~&~'BL'~&~	~&~'4324632'~&~	~&~'49D358CCEDDC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2553103572'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42066'~&~	~&~'BL'~&~	~&~'4531405'~&~	~&~'12D4ED21612FEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42074'~&~	~&~'BL'~&~	~&~'4031410'~&~	~&~'12D4ED216130EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42074'~&~	~&~'BL'~&~	~&~'4624691'~&~	~&~'49D358CCEDDD5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42112'~&~	~&~'BL'~&~	~&~'4631435'~&~	~&~'12D4ED216131EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42112'~&~	~&~'BL'~&~	~&~'4824530'~&~	~&~'49D358CCEDDE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42117'~&~	~&~'BL'~&~	~&~'4624621'~&~	~&~'49D358CCEDDF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4446301330'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42117'~&~	~&~'BL'~&~	~&~'4631449'~&~	~&~'12D4ED216132EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42251'~&~	~&~'BL'~&~	~&~'4624676'~&~	~&~'49D358CCEDE05F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42251'~&~	~&~'BL'~&~	~&~'4631432'~&~	~&~'12D4ED216214EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5790902739'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42473'~&~	~&~'BL'~&~	~&~'4624623'~&~	~&~'49D358CCEDE15F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42473'~&~	~&~'BL'~&~	~&~'4631571'~&~	~&~'12D4ED216133EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42495'~&~	~&~'BL'~&~	~&~'4624622'~&~	~&~'49D358CCEDE25F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42495'~&~	~&~'BL'~&~	~&~'4631503'~&~	~&~'12D4ED216134EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4205601851'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42504'~&~	~&~'BL'~&~	~&~'4631552'~&~	~&~'12D4ED216135EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42504'~&~	~&~'BL'~&~	~&~'4824561'~&~	~&~'49D358CCEDE35F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2580507812'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42516'~&~	~&~'BL'~&~	~&~'4624619'~&~	~&~'49D358CCEDE45F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5631302174'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42516'~&~	~&~'BL'~&~	~&~'4631425'~&~	~&~'12D4ED216136EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42517'~&~	~&~'BL'~&~	~&~'4631421'~&~	~&~'12D4ED216137EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42517'~&~	~&~'BL'~&~	~&~'4824535'~&~	~&~'49D358CCEDE55F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4189500212'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42565'~&~	~&~'BL'~&~	~&~'4524606'~&~	~&~'49D358CCEDE65F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3889504703'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42565'~&~	~&~'BL'~&~	~&~'4631426'~&~	~&~'12D4ED216138EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42602'~&~	~&~'BL'~&~	~&~'4631452'~&~	~&~'12D4ED216139EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4684100678'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42602'~&~	~&~'BL'~&~	~&~'4824552'~&~	~&~'49D358CCEDE75F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3736906932'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42691'~&~	~&~'BL'~&~	~&~'4124635'~&~	~&~'49D358CCEDE85F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5771807326'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42691'~&~	~&~'BL'~&~	~&~'4631446'~&~	~&~'12D4ED2162A3EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42723'~&~	~&~'BL'~&~	~&~'4024623'~&~	~&~'49D358CCEDE95F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1462106196'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42723'~&~	~&~'BL'~&~	~&~'4631578'~&~	~&~'12D4ED21613AEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42750'~&~	~&~'BL'~&~	~&~'4624411'~&~	~&~'49D358CCEDEA5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2580507812'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42750'~&~	~&~'BL'~&~	~&~'4631422'~&~	~&~'12D4ED216287EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42774'~&~	~&~'BL'~&~	~&~'4631455'~&~	~&~'12D4ED21613BEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'6012204256'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42774'~&~	~&~'BL'~&~	~&~'4824536'~&~	~&~'49D358CCEDEB5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1959008511'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42782'~&~	~&~'BL'~&~	~&~'4624624'~&~	~&~'49D358CCEDEC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3736906932'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42782'~&~	~&~'BL'~&~	~&~'4631428'~&~	~&~'12D4ED21613CEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42947'~&~	~&~'BL'~&~	~&~'4631591'~&~	~&~'12D4ED21613DEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'1811109385'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42947'~&~	~&~'BL'~&~	~&~'4824531'~&~	~&~'49D358CCEDED5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5771807326'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42953'~&~	~&~'BL'~&~	~&~'4031413'~&~	~&~'12D4ED21613EEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42953'~&~	~&~'BL'~&~	~&~'5424601'~&~	~&~'49D358CCEDEE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2691706557'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42983'~&~	~&~'BL'~&~	~&~'4624412'~&~	~&~'49D358CCEDEF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'42983'~&~	~&~'BL'~&~	~&~'4631502'~&~	~&~'12D4ED21613FEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43039'~&~	~&~'BL'~&~	~&~'4024601'~&~	~&~'49D358CCEDF05F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43039'~&~	~&~'BL'~&~	~&~'4431404'~&~	~&~'12D4ED216140EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43212'~&~	~&~'BL'~&~	~&~'4324633'~&~	~&~'49D358CCEDF15F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5334003983'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43212'~&~	~&~'BL'~&~	~&~'4831486'~&~	~&~'12D4ED21622AEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'1959008511'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43239'~&~	~&~'BL'~&~	~&~'4524607'~&~	~&~'49D358CCEDF25F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5790902739'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43239'~&~	~&~'BL'~&~	~&~'4631429'~&~	~&~'12D4ED216275EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43377'~&~	~&~'BL'~&~	~&~'4024624'~&~	~&~'49D358CCEDF35F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3098006714'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43377'~&~	~&~'BL'~&~	~&~'4031402'~&~	~&~'12D4ED216141EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5053009758'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43612'~&~	~&~'BL'~&~	~&~'4624642'~&~	~&~'49D358CCEDF45F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3334505644'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43612'~&~	~&~'BL'~&~	~&~'4631464'~&~	~&~'12D4ED216142EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5430509566'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43625'~&~	~&~'BL'~&~	~&~'4631459'~&~	~&~'12D4ED216143EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'2341000360'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43625'~&~	~&~'BL'~&~	~&~'4824543'~&~	~&~'49D358CCEDF55F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43665'~&~	~&~'BL'~&~	~&~'4124636'~&~	~&~'49D358CCEDF65F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3889504703'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43665'~&~	~&~'BL'~&~	~&~'4631444'~&~	~&~'12D4ED216144EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43666'~&~	~&~'BL'~&~	~&~'4631431'~&~	~&~'12D4ED216145EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43666'~&~	~&~'BL'~&~	~&~'4824550'~&~	~&~'49D358CCEDF75F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43750'~&~	~&~'BL'~&~	~&~'4531404'~&~	~&~'12D4ED216146EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3736906932'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43750'~&~	~&~'BL'~&~	~&~'4631563'~&~	~&~'12D4ED216147EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5771807326'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43750'~&~	~&~'BL'~&~	~&~'4824551'~&~	~&~'49D358CCEDF85F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43993'~&~	~&~'BL'~&~	~&~'4424688'~&~	~&~'49D358CCEDF95F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'43993'~&~	~&~'BL'~&~	~&~'4631441'~&~	~&~'12D4ED216148EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44138'~&~	~&~'BL'~&~	~&~'4324634'~&~	~&~'49D358CCEDFA5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5334003983'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44138'~&~	~&~'BL'~&~	~&~'4331406'~&~	~&~'12D4ED216149EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44354'~&~	~&~'BL'~&~	~&~'4631423'~&~	~&~'12D4ED2162A8EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5430509566'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44354'~&~	~&~'BL'~&~	~&~'4824544'~&~	~&~'49D358CCEDFB5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3012703100'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44355'~&~	~&~'BL'~&~	~&~'4524608'~&~	~&~'49D358CCEDFC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5053009758'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44355'~&~	~&~'BL'~&~	~&~'4631454'~&~	~&~'12D4ED21614AEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44367'~&~	~&~'BL'~&~	~&~'4631589'~&~	~&~'12D4ED21614BEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44367'~&~	~&~'BL'~&~	~&~'4824532'~&~	~&~'49D358CCEDFD5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4667608469'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44391'~&~	~&~'BL'~&~	~&~'4431408'~&~	~&~'12D4ED21614CEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44391'~&~	~&~'BL'~&~	~&~'4624643'~&~	~&~'49D358CCEDFE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44406'~&~	~&~'BL'~&~	~&~'4624413'~&~	~&~'49D358CCEDFF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4684100678'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44406'~&~	~&~'BL'~&~	~&~'4631433'~&~	~&~'12D4ED21614DEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'2553103572'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44500'~&~	~&~'BL'~&~	~&~'4531406'~&~	~&~'12D4ED21614EEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44500'~&~	~&~'BL'~&~	~&~'4824533'~&~	~&~'49D358CCEE005F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44525'~&~	~&~'BL'~&~	~&~'4431407'~&~	~&~'12D4ED21614FEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44525'~&~	~&~'BL'~&~	~&~'4824534'~&~	~&~'49D358CCEE015F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44576'~&~	~&~'BL'~&~	~&~'4031411'~&~	~&~'12D4ED216150EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4446301330'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44576'~&~	~&~'BL'~&~	~&~'4824401'~&~	~&~'49D358CCEE025F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2553103572'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44584'~&~	~&~'BL'~&~	~&~'4631457'~&~	~&~'12D4ED2162B2EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5430509566'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44584'~&~	~&~'BL'~&~	~&~'4824402'~&~	~&~'49D358CCEE035F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44586'~&~	~&~'BL'~&~	~&~'4631434'~&~	~&~'12D4ED216151EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44586'~&~	~&~'BL'~&~	~&~'4824403'~&~	~&~'49D358CCEE045F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44616'~&~	~&~'BL'~&~	~&~'4331406'~&~	~&~'12D4ED216152EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44616'~&~	~&~'BL'~&~	~&~'4624414'~&~	~&~'49D358CCEE055F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44627'~&~	~&~'BL'~&~	~&~'4024625'~&~	~&~'49D358CCEE065F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3334505644'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44627'~&~	~&~'BL'~&~	~&~'4631456'~&~	~&~'12D4ED2162ABEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'1335003222'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44628'~&~	~&~'BL'~&~	~&~'4524609'~&~	~&~'49D358CCEE075F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4446301330'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44628'~&~	~&~'BL'~&~	~&~'4631436'~&~	~&~'12D4ED216153EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44634'~&~	~&~'BL'~&~	~&~'4031415'~&~	~&~'12D4ED216154EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'2580507812'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44634'~&~	~&~'BL'~&~	~&~'4824405'~&~	~&~'49D358CCEE085F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44643'~&~	~&~'BL'~&~	~&~'4631466'~&~	~&~'12D4ED216155EF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'5631302174'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44643'~&~	~&~'BL'~&~	~&~'4824406'~&~	~&~'49D358CCEE095F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1335003222'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'44855'~&~	~&~'BL'~&~	~&~'4824407'~&~	~&~'49D358CCEE0A5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
