HEADER[~&~	~&~CG_AGENCY_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CG_AGENCY_RPT_NM::VARCHAR~&~	~&~CG_AGENCY_FULL_NM::VARCHAR~&~	~&~CG_AGNCY_INDR_AMT::DECIMAL~&~	~&~CG_AGENCY_HIST_IND::VARCHAR~&~	~&~CG_AGNCY_IN_ST_IND::VARCHAR~&~	~&~CG_AGENCY_TYP_CD::VARCHAR~&~	~&~CG_RPTTO_AGNCY_NBR::VARCHAR~&~	~&~CAGE_NBR::VARCHAR~&~	~&~DODAC_NBR::VARCHAR~&~	~&~DUNS_NBR::VARCHAR~&~	~&~DUNS_PLUS_FOUR_NBR::VARCHAR~&~	~&~CUST_NBR::VARCHAR~&~	~&~CUST_TYP_CD::VARCHAR~&~	~&~CUST_CRTN_OPTN_CD::VARCHAR~&~	~&~CMPGN_ID::VARCHAR~&~	~&~STATE_AGENCY_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'54643'~&~	~&~'0292B10044E2BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'DOD-NATL GEOINT AGENCY'~&~	~&~'NATIONAL GEOSPATIAL-INTELLIGENCE AGENCY'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'F'~&~	~&~'11500'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55075'~&~	~&~'c85a862d-3c16-492d-a132-e117eab3a64f'~&~	~&~'2'~&~	~&~'Kuali LOC Testing'~&~	~&~'Kuali LOC Testing'~&~	~&~'100000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2003'~&~	~&~'06'~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55076'~&~	~&~'81b7758e-341b-4a01-8f97-d41ae595d9ba'~&~	~&~'2'~&~	~&~'Kuali Milestone Testing'~&~	~&~'Kuali Milestone Testing'~&~	~&~'200000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'F'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2004'~&~	~&~'01'~&~	~&~'E'~&~	~&~'OLD'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55078'~&~	~&~'defcac7e-99f0-469e-9e93-0bac7b4331cd'~&~	~&~'3'~&~	~&~'Kuali PD Testing'~&~	~&~'Kuali Predetermined Billing Testing'~&~	~&~'200000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'G'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2006'~&~	~&~'03'~&~	~&~'E'~&~	~&~'KUAL'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55079'~&~	~&~'30445dc8-19c6-49bf-b0ab-764c9ea01696'~&~	~&~'3'~&~	~&~'Kuali Monthly Testing'~&~	~&~'Kuali Monthly Testing'~&~	~&~'200000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'S'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2007'~&~	~&~'02'~&~	~&~'E'~&~	~&~'OLD'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'55107'~&~	~&~'EDC0BE47140B3031E040E00ABCD64EE1'~&~	~&~'1'~&~	~&~'Dogs and Cats'~&~	~&~'Dogs and Cats'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'DOG2017'~&~	~&~NULL~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55108'~&~	~&~'EDC0BE47140C3031E040E00ABCD64EE1'~&~	~&~'1'~&~	~&~'JTF Inc.'~&~	~&~'Jf International Incorporated'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'JTF2022'~&~	~&~'01'~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55113'~&~	~&~'EDC0BE47140D3031E040E00ABCD64EE1'~&~	~&~'1'~&~	~&~'Dept of Kyle'~&~	~&~'Department of Kyle'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'DEP2018'~&~	~&~NULL~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55116'~&~	~&~'EDC0BE47140E3031E040E00ABCD64EE1'~&~	~&~'1'~&~	~&~'Test'~&~	~&~'Test 020712'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55119'~&~	~&~'35989102-b276-4b8c-8813-ba1dda9af74d'~&~	~&~'5'~&~	~&~'KUALI-OTHER'~&~	~&~'Kuali Other Testing'~&~	~&~'2000000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'G'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2000'~&~	~&~'04'~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55120'~&~	~&~'bbc14812-6dbf-45fe-818c-f09892100afc'~&~	~&~'5'~&~	~&~'KUALI-PY PDBS'~&~	~&~'Kuali PYPDBS Testing'~&~	~&~'2000000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'G'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2001'~&~	~&~'03'~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55121'~&~	~&~'f5c0f60c-a394-448e-a0a0-ed97dba2875c'~&~	~&~'7'~&~	~&~'KUALI-OTHER2'~&~	~&~'Kuali Other2 Testing'~&~	~&~'2000000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'G'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2002'~&~	~&~'03'~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55122'~&~	~&~'feb7800b-e993-427b-a411-386d0ad61e0f'~&~	~&~'1'~&~	~&~'Kuali Monthly Testing - 2'~&~	~&~'Kuali Monthly Testing'~&~	~&~'200000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'S'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA0000'~&~	~&~'01'~&~	~&~'E'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'55124'~&~	~&~'d02d1b9e-37ac-4d7e-a4d8-4cf246691559'~&~	~&~'1'~&~	~&~'Kuali LOC Testing2'~&~	~&~'Kuali LOC Testing2'~&~	~&~'100000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2005'~&~	~&~'06'~&~	~&~'E'~&~	~&~'KUAL'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'55125'~&~	~&~'3be35803-c0be-4ee7-b1d6-a94c7b8956f8'~&~	~&~'1'~&~	~&~'Kuali LOC Testing3'~&~	~&~'Kuali LOC Testing3'~&~	~&~'100000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2008'~&~	~&~'06'~&~	~&~'E'~&~	~&~'KUAL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'55126'~&~	~&~'d79349ad-29bb-4c46-bbe8-bb5f69d20b3b'~&~	~&~'1'~&~	~&~'Kuali Monthly 3'~&~	~&~'Kuali Monthly 3'~&~	~&~'200000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'S'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2009'~&~	~&~'02'~&~	~&~'E'~&~	~&~'KUAL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'55127'~&~	~&~'7804f2d4-9569-422c-84a9-bcd06dff4186'~&~	~&~'1'~&~	~&~'Kuali Monthly 4'~&~	~&~'Kuali Monthly 4'~&~	~&~'200000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'S'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2010'~&~	~&~'02'~&~	~&~'E'~&~	~&~'KUAL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'55128'~&~	~&~'7736f011-84ce-4db2-a4d7-d6aec9a3036f'~&~	~&~'1'~&~	~&~'KUALI-OTHER 3'~&~	~&~'Kuali Other 3'~&~	~&~'2000000.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'G'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'KUA2011'~&~	~&~'03'~&~	~&~'E'~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
