HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~CGPRPSL_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CGPRPSL_PRMORG_IND::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29438'~&~	~&~'12BF1921063C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29445'~&~	~&~'12BF1921063D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29490'~&~	~&~'12BF1921063E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29558'~&~	~&~'12BF1921063F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29650'~&~	~&~'12BF192106409D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29678'~&~	~&~'12BF192106419D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29685'~&~	~&~'12BF192106429D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29686'~&~	~&~'12BF192106439D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29756'~&~	~&~'12BF192106449D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29757'~&~	~&~'12BF192106459D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29760'~&~	~&~'12BF192106469D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29782'~&~	~&~'12BF192106479D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29857'~&~	~&~'12BF192106489D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'29946'~&~	~&~'12BF192106499D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30068'~&~	~&~'12BF1921064A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30116'~&~	~&~'12BF1921064B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30156'~&~	~&~'12BF1921064C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30178'~&~	~&~'12BF1921064D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30179'~&~	~&~'12BF1921064E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30242'~&~	~&~'12BF1921064F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30307'~&~	~&~'12BF192106509D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30314'~&~	~&~'12BF192106519D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30357'~&~	~&~'12BF192106529D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30401'~&~	~&~'12BF192106539D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30409'~&~	~&~'12BF192106549D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30414'~&~	~&~'12BF192106559D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30433'~&~	~&~'12BF192106569D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30530'~&~	~&~'12BF192106579D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30540'~&~	~&~'12BF192106589D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30543'~&~	~&~'12BF192106599D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30585'~&~	~&~'12BF1921065A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30615'~&~	~&~'12BF1921065B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30707'~&~	~&~'12BF1921065C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30711'~&~	~&~'12BF1921065D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30808'~&~	~&~'12BF1921065E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30811'~&~	~&~'12BF1921065F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30879'~&~	~&~'12BF192106609D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'30886'~&~	~&~'12BF192106619D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31025'~&~	~&~'12BF192106629D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31035'~&~	~&~'12BF192106639D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31037'~&~	~&~'12BF192106649D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31055'~&~	~&~'12BF192106659D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31057'~&~	~&~'12BF192106669D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31062'~&~	~&~'12BF192106679D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31063'~&~	~&~'12BF192106689D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31137'~&~	~&~'12BF192106699D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31168'~&~	~&~'12BF1921066A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31187'~&~	~&~'12BF1921066B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31190'~&~	~&~'12BF1921066C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31209'~&~	~&~'12BF1921066D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31262'~&~	~&~'12BF1921066E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31424'~&~	~&~'12BF1921066F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31470'~&~	~&~'12BF192106709D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31520'~&~	~&~'12BF192106719D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31660'~&~	~&~'12BF192106729D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31676'~&~	~&~'12BF192106739D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31696'~&~	~&~'12BF192106749D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31702'~&~	~&~'12BF192106759D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31728'~&~	~&~'12BF192106769D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31740'~&~	~&~'12BF192106779D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31741'~&~	~&~'12BF192106789D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31778'~&~	~&~'12BF192106799D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31851'~&~	~&~'12BF1921067A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'31854'~&~	~&~'12BF1921067B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32014'~&~	~&~'12BF1921067C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32027'~&~	~&~'12BF1921067D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32029'~&~	~&~'12BF1921067E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32030'~&~	~&~'12BF1921067F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32039'~&~	~&~'12BF192106809D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32057'~&~	~&~'12BF192106819D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32109'~&~	~&~'12BF192106829D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32281'~&~	~&~'12BF192106839D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32282'~&~	~&~'12BF192106849D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32363'~&~	~&~'12BF192106859D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32365'~&~	~&~'12BF192106869D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32394'~&~	~&~'12BF192106879D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32429'~&~	~&~'12BF192106889D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32437'~&~	~&~'12BF192106899D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32508'~&~	~&~'12BF1921068A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32584'~&~	~&~'12BF1921068B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32617'~&~	~&~'12BF1921068C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32659'~&~	~&~'12BF1921068D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32669'~&~	~&~'12BF1921068E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32684'~&~	~&~'12BF1921068F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32685'~&~	~&~'12BF192106909D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32686'~&~	~&~'12BF192106919D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32703'~&~	~&~'12BF192106929D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32706'~&~	~&~'12BF192106939D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32768'~&~	~&~'12BF192106949D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32769'~&~	~&~'12BF192106959D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32780'~&~	~&~'12BF192106969D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32820'~&~	~&~'12BF192106979D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'32827'~&~	~&~'12BF192106989D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33048'~&~	~&~'12BF192106999D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33106'~&~	~&~'12BF1921069A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33119'~&~	~&~'12BF1921069B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33325'~&~	~&~'12BF1921069C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33334'~&~	~&~'12BF1921069D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33348'~&~	~&~'12BF1921069E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33363'~&~	~&~'12BF1921069F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33387'~&~	~&~'12BF192106A09D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33408'~&~	~&~'12BF192106A19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33515'~&~	~&~'12BF192106A29D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33562'~&~	~&~'12BF192106A39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33650'~&~	~&~'12BF192106A49D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33670'~&~	~&~'12BF192106A59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33714'~&~	~&~'12BF192106A69D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33724'~&~	~&~'12BF192106A79D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33818'~&~	~&~'12BF192106A89D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33822'~&~	~&~'12BF192106A99D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33823'~&~	~&~'12BF192106AA9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33830'~&~	~&~'12BF192106AB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33852'~&~	~&~'12BF192106AC9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33879'~&~	~&~'12BF192106AD9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33882'~&~	~&~'12BF192106AE9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33983'~&~	~&~'12BF192106AF9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'33985'~&~	~&~'12BF192106B09D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'34027'~&~	~&~'12BF192106B19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'34032'~&~	~&~'12BF192106B29D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'34081'~&~	~&~'12BF192106B39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'34088'~&~	~&~'12BF192106B49D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'34096'~&~	~&~'12BF192106B59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
