HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~CGPRPSL_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PRPSL_PRMPRJDR_IND::VARCHAR~&~	~&~PRPSL_PRJDRPRJ_TTL::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'4146202628'~&~	~&~'39931'~&~	~&~'12BF19210BD79D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'40701'~&~	~&~'12BF19210BD89D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'41752'~&~	~&~'12BF19210BD99D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'43039'~&~	~&~'12BF19210BDA9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'43993'~&~	~&~'12BF19210BDB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'44525'~&~	~&~'12BF19210BDC9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'44628'~&~	~&~'12BF19210BDD9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'45025'~&~	~&~'12BF19210BDE9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'46215'~&~	~&~'12BF19210BDF9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'47319'~&~	~&~'12BF19210BE09D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'47381'~&~	~&~'12BF19210BE19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'49062'~&~	~&~'12BF19210BE29D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'49527'~&~	~&~'12BF19210BE39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'50242'~&~	~&~'12BF19210BE49D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'50313'~&~	~&~'12BF19210BE59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'50776'~&~	~&~'12BF19210BE69D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'51301'~&~	~&~'12BF19210BE79D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'51372'~&~	~&~'12BF19210BE89D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'53546'~&~	~&~'12BF19210BE99D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'53678'~&~	~&~'12BF19210BEA9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'53766'~&~	~&~'12BF19210BEB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'53874'~&~	~&~'12BF19210BEC9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'54785'~&~	~&~'12BF19210BED9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'54829'~&~	~&~'12BF19210BEE9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'54888'~&~	~&~'12BF19210BEF9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'55166'~&~	~&~'12BF19210BF09D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'56691'~&~	~&~'12BF19210BF19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'56920'~&~	~&~'12BF19210BF29D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'57337'~&~	~&~'12BF19210BF39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'57860'~&~	~&~'12BF19210BF49D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'58212'~&~	~&~'12BF19210BF59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'58247'~&~	~&~'12BF19210BF69D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'58296'~&~	~&~'12BF19210BF79D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'60822'~&~	~&~'12BF19210E7C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'61494'~&~	~&~'12BF19210E879D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'62034'~&~	~&~'12BF19210E949D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'62667'~&~	~&~'12BF19210E9F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'64180'~&~	~&~'12BF19210EBB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'64811'~&~	~&~'12BF19210EBC9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'65309'~&~	~&~'12BF19210EC39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'65494'~&~	~&~'12BF19210EC59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'65698'~&~	~&~'12BF19210EC89D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'66202'~&~	~&~'12BF19210ED59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'66520'~&~	~&~'12BF19210EDB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'67069'~&~	~&~'12BF19210EE19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'67517'~&~	~&~'12BF19210EE39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'68209'~&~	~&~'12BF19210EEA9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'69049'~&~	~&~'12BF19210EFD9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'69427'~&~	~&~'12BF19210EFB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'69811'~&~	~&~'12BF19210F049D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'70495'~&~	~&~'12BF19210F0A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'70640'~&~	~&~'12BF19210F139D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'72300'~&~	~&~'12BF19210F249D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'72780'~&~	~&~'12BF19210F309D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'73586'~&~	~&~'12BF19210F3D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'74083'~&~	~&~'12BF19210F409D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'75722'~&~	~&~'12BF19210F519D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4146202628'~&~	~&~'76225'~&~	~&~'12BF19210F539D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'3797'~&~	~&~'12BF192109939D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'6640'~&~	~&~'12BF192109949D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'8176'~&~	~&~'12BF192109959D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'11988'~&~	~&~'12BF192109969D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'12463'~&~	~&~'12BF192109979D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'12464'~&~	~&~'12BF192109989D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'13444'~&~	~&~'12BF192109999D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'14642'~&~	~&~'12BF1921099A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'15203'~&~	~&~'12BF1921099B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'15728'~&~	~&~'12BF1921099C9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'16326'~&~	~&~'12BF1921099D9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'17855'~&~	~&~'12BF1921099E9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'18226'~&~	~&~'12BF1921099F9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'18315'~&~	~&~'12BF192109A09D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'19542'~&~	~&~'12BF192109A19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'20442'~&~	~&~'12BF192109A29D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'21106'~&~	~&~'12BF192109A39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'21326'~&~	~&~'12BF192109A49D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'24913'~&~	~&~'12BF192109A59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'25299'~&~	~&~'12BF192109A69D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'25828'~&~	~&~'12BF192109A79D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'26404'~&~	~&~'12BF192109A89D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'28405'~&~	~&~'12BF192109A99D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'28608'~&~	~&~'12BF192109AA9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'30116'~&~	~&~'12BF192109AB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'30543'~&~	~&~'12BF192109AC9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'31137'~&~	~&~'12BF192109AD9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'32030'~&~	~&~'12BF192109AE9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'32365'~&~	~&~'12BF192109AF9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'33348'~&~	~&~'12BF192109B09D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'34451'~&~	~&~'12BF192109B19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'37135'~&~	~&~'12BF192109B29D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'38328'~&~	~&~'12BF192109B39D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'39825'~&~	~&~'12BF192109B49D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'40068'~&~	~&~'12BF192109B59D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'42723'~&~	~&~'12BF192109B69D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'42953'~&~	~&~'12BF192109B79D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'44879'~&~	~&~'12BF192109B89D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'45563'~&~	~&~'12BF192109B99D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'47835'~&~	~&~'12BF192109BA9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'49332'~&~	~&~'12BF192109BB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'52127'~&~	~&~'12BF192109BC9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'54170'~&~	~&~'12BF192109BD9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'54180'~&~	~&~'12BF192109BE9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'54835'~&~	~&~'12BF192109BF9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'57254'~&~	~&~'12BF192109C09D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'57924'~&~	~&~'12BF19210E839D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'59414'~&~	~&~'12BF192109C19D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'59805'~&~	~&~'12BF192109C29D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'60390'~&~	~&~'12BF19210E739D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'61686'~&~	~&~'12BF19210E8B9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'62487'~&~	~&~'12BF19210E9A9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'63598'~&~	~&~'12BF19210EAD9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'64874'~&~	~&~'12BF19210EBD9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'65981'~&~	~&~'12BF19210ECC9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'68157'~&~	~&~'12BF19210EEF9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'68415'~&~	~&~'12BF19210EEB9D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'69693'~&~	~&~'12BF19210F009D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'70400'~&~	~&~'12BF19210F099D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'71890'~&~	~&~'12BF19210F219D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4189500212'~&~	~&~'74368'~&~	~&~'12BF19210F449D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4205601851'~&~	~&~'42495'~&~	~&~'12BF19210C439D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4362904431'~&~	~&~'14097'~&~	~&~'12BF19210D379D6CE043814FD8819D6C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
